DNI,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom Complet,Nascut_Espanya,Data_naixament,Edat_actual,Increment
27368854D,Marta,Castells López,Espanya,Barcelona,9,6,1985,Dona,1509.9,No,Grup A,Marta Castells López,Si,1985-06-09,40,0.05
58740246B,Pau,Ferrer Martínez,Espanya,Barcelona,24,12,1964,Home,895.65,No,Grup A,Pau Ferrer Martínez,Si,1964-12-24,61,0.05
68722397X,Laia,Romero Martínez,Espanya,Barcelona,28,5,1964,Dona,1065.75,No,Grup A,Laia Romero Martínez,Si,1964-05-28,62,0.05
15336274M,Laia,López Sánchez,Espanya,Barcelona,11,5,1964,Dona,2163.15,No,Grup B,Laia López Sánchez,Si,1964-05-11,62,0.035
41718924T,Marc,Martínez Castells,Espanya,Barcelona,13,5,1979,,1546.65,No,Grup A,Marc Martínez Castells,Si,1979-05-13,47,0.05
11062448Q,Marta,Martínez,Espanya,Barcelona,4,7,1980,Dona,1718.1,Sí,Grup B,Marta Martínez,Si,1980-07-04,45,0.035
84904881L,Pau,Castells Martínez,Espanya,Barcelona,3,1,1985,Home,1304.1,No,Grup A,Pau Castells Martínez,Si,1985-01-03,41,0.05
17135791L,Toni,Romero García,Espanya,Barcelona,12,6,1963,Home,1653.93,No,Grup B,Toni Romero García,Si,1963-06-12,62,0.035
67985873N,Anna,Castells Ferrer,Espanya,Barcelona,8,1,1983,Dona,1568.7,Sí,Grup A,Anna Castells Ferrer,Si,1983-01-08,43,0.05
15895974X,Núria,Ferrer,Espanya,Barcelona,10,4,1957,Dona,2413.32,No,Grup C,Núria Ferrer,Si,1957-04-10,69,0.02
49846108N,Joan,Romero López,Espanya,Barcelona,11,1,1950,Home,2051.37,Sí,Grup B,Joan Romero López,Si,1950-01-11,76,0.035
33177087Z,Toni,Romero,Espanya,Barcelona,7,5,1990,Home,1156.05,No,Grup A,Toni Romero,Si,1990-05-07,36,0.05
32873655H,Pau,Martínez García,Espanya,Barcelona,15,11,1989,Home,2332.89,No,Grup B,Pau Martínez García,Si,1989-11-15,36,0.035
32610074J,Joan,López,Espanya,Barcelona,22,10,1964,Home,1704.15,No,Grup A,Joan López,Si,1964-10-22,61,0.05
66192865D,Carla,Romero,Espanya,Barcelona,17,6,1998,Dona,1847.48,Sí,Grup B,Carla Romero,Si,1998-06-17,27,0.035
68747775D,Eva,Castells Romero,Espanya,Barcelona,13,2,1980,Altres,977.55,No,Grup A,Eva Castells Romero,Si,1980-02-13,46,0.05
87203712F,Arnau,Martínez Sánchez,Espanya,Barcelona,20,6,1971,Home,1421.05,No,Grup B,Arnau Martínez Sánchez,Si,1971-06-20,54,0.035
41288932T,Carla,Castells,Espanya,Barcelona,24,10,1962,Dona,1291.68,Sí,Grup B,Carla Castells,Si,1962-10-24,63,0.035
13080692S,Eva,Ferrer Romero,Espanya,Barcelona,1,11,2005,Dona,3130.92,No,Grup D,Eva Ferrer Romero,Si,2005-11-01,20,0.08
75528612H,Núria,Martínez Sánchez,Espanya,Barcelona,23,7,1999,Dona,2228.7,Sí,Grup C,Núria Martínez Sánchez,Si,1999-07-23,26,0.02
70317853J,Núria,Romero,Espanya,Barcelona,24,12,1970,Dona,2006.86,No,Grup B,Núria Romero,Si,1970-12-24,55,0.035
47126739B,Carla,Ferrer,Espanya,Barcelona,17,12,1963,Dona,1966.56,Sí,Grup C,Carla Ferrer,Si,1963-12-17,62,0.02
37528225W,Clara,Castells,Espanya,Barcelona,17,7,1953,Dona,816.9,No,Grup A,Clara Castells,Si,1953-07-17,72,0.05
25178167X,Laia,Sánchez,Espanya,Barcelona,27,1,1965,Dona,1941.66,Sí,Grup B,Laia Sánchez,Si,1965-01-27,61,0.035
13814869T,Joan,Romero Romero,Espanya,Barcelona,3,11,1995,Home,1163.4,Sí,Grup A,Joan Romero Romero,Si,1995-11-03,30,0.05
65314666K,Marta,Sánchez Romero,Espanya,Barcelona,5,6,1993,Dona,1366.2,No,Grup B,Marta Sánchez Romero,Si,1993-06-05,32,0.035
60189754G,Clara,Sánchez,Espanya,Barcelona,3,10,1985,Dona,1502.55,No,Grup A,Clara Sánchez,Si,1985-10-03,40,0.05
28369496M,Núria,López,Espanya,Barcelona,28,5,1961,Dona,836.85,Sí,Grup A,Núria López,Si,1961-05-28,65,0.05
98834273R,Pau,Romero Martínez,Espanya,Barcelona,16,9,1974,Home,1814.35,No,Grup B,Pau Romero Martínez,Si,1974-09-16,51,0.035
64708400Q,Eva,García,Espanya,Barcelona,27,10,1960,Dona,760.2,Sí,Grup A,Eva García,Si,1960-10-27,65,0.05
47702024A,Clara,García Ferrer,Espanya,Barcelona,10,10,1956,Dona,2055.51,No,Grup B,Clara García Ferrer,Si,1956-10-10,69,0.035
36305607S,Jordi,Sánchez,Espanya,Barcelona,1,3,1976,Home,1796.22,No,Grup C,Jordi Sánchez,Si,1976-03-01,50,0.02
26880397A,Carla,Castells Castells,Espanya,Barcelona,27,3,1977,Dona,1500.45,No,Grup A,Carla Castells Castells,Si,1977-03-27,49,0.05
28370355T,Marta,Romero,Espanya,Barcelona,8,4,1957,Dona,724.5,No,Grup A,Marta Romero,Si,1957-04-08,69,0.05
64200072V,Toni,Martínez Castells,Espanya,Barcelona,23,10,1957,Home,1445.85,No,Grup A,Toni Martínez Castells,Si,1957-10-23,68,0.05
90082879P,Jordi,Martínez Sánchez,Espanya,Barcelona,12,12,1970,Home,2715.24,Sí,Grup C,Jordi Martínez Sánchez,Si,1970-12-12,55,0.02
59664001Z,Arnau,Martínez López,Espanya,Barcelona,5,9,1979,Home,2339.88,No,Grup C,Arnau Martínez López,Si,1979-09-05,46,0.02
87991679M,Anna,Ferrer,Espanya,Barcelona,25,11,1967,Dona,1457.28,No,Grup B,Anna Ferrer,Si,1967-11-25,58,0.035
83539759S,Marta,López,Espanya,Barcelona,4,6,2002,Dona,1210.95,Sí,Grup B,Marta López,Si,2002-06-04,23,0.035
95031765F,Anna,López Sánchez,Espanya,Barcelona,19,9,1963,Dona,1494.54,Sí,Grup B,Anna López Sánchez,Si,1963-09-19,62,0.035
87757452L,Marc,Romero,Espanya,Barcelona,16,8,1986,Home,1721.2,No,Grup B,Marc Romero,Si,1986-08-16,39,0.035
38241293F,Carla,Martínez Castells,Espanya,Barcelona,21,10,1980,Dona,792.75,No,Grup A,Carla Martínez Castells,Si,1980-10-21,45,0.05
92775120P,Joan,López Castells,Espanya,Barcelona,1,4,1984,,1609.42,Sí,Grup B,Joan López Castells,Si,1984-04-01,42,0.035
20692229R,Oriol,López Romero,Espanya,Barcelona,22,5,1983,Home,1191.75,Sí,Grup A,Oriol López Romero,Si,1983-05-22,43,0.05
63182449W,Jordi,Romero,Espanya,Barcelona,12,12,1950,Home,2331.86,Sí,Grup B,Jordi Romero,Si,1950-12-12,75,0.035
21277706W,Carla,Ferrer,Espanya,Barcelona,13,12,1969,Dona,956.55,No,Grup A,Carla Ferrer,Si,1969-12-13,56,0.05
15566633F,Laia,Sánchez Martínez,Espanya,Barcelona,10,2,1971,Dona,1498.35,No,Grup A,Laia Sánchez Martínez,Si,1971-02-10,55,0.05
51235097D,Oriol,Martínez López,Espanya,Barcelona,24,6,1980,Home,2136.24,No,Grup B,Oriol Martínez López,Si,1980-06-24,45,0.035
90914480C,Oriol,Castells,Espanya,Barcelona,3,12,1987,Home,1745.1,No,Grup A,Oriol Castells,Si,1987-12-03,38,0.05
55212704B,Pau,Martínez Romero,Espanya,Barcelona,26,7,1986,Home,1799.86,No,Grup B,Pau Martínez Romero,Si,1986-07-26,39,0.035
23763581C,Arnau,García Ferrer,Espanya,Barcelona,1,6,1979,Home,1776.06,Sí,Grup B,Arnau García Ferrer,Si,1979-06-01,46,0.035
39104359X,Jordi,Romero García,Espanya,Barcelona,17,2,1972,Home,1190.7,No,Grup A,Jordi Romero García,Si,1972-02-17,54,0.05
18457585L,Anna,Ferrer Sánchez,Espanya,Barcelona,25,8,1965,,1487.29,Sí,Grup B,Anna Ferrer Sánchez,Si,1965-08-25,60,0.035
80698214F,Joan,Romero,Espanya,Barcelona,8,1,1985,Home,2437.8,No,Grup C,Joan Romero,Si,1985-01-08,41,0.02
12935907W,Pau,Ferrer García,Espanya,Barcelona,21,6,1990,Home,1510.06,Sí,Grup B,Pau Ferrer García,Si,1990-06-21,35,0.035
96487370W,Marc,Castells,Espanya,Barcelona,15,6,1952,Home,2659.14,Sí,Grup C,Marc Castells,Si,1952-06-15,73,0.02
21159286B,Anna,García,Espanya,Barcelona,22,12,1999,Dona,1553.54,No,Grup B,Anna García,Si,1999-12-22,26,0.035
12091945C,Oriol,Sánchez,Espanya,Barcelona,5,2,1986,Home,784.35,No,Grup A,Oriol Sánchez,Si,1986-02-05,40,0.05
89759837X,Laia,Romero,Espanya,Barcelona,17,9,1966,Dona,999.6,Sí,Grup A,Laia Romero,Si,1966-09-17,59,0.05
46192881X,Eva,Martínez López,Espanya,Barcelona,11,4,1958,Dona,1397.25,No,Grup B,Eva Martínez López,Si,1958-04-11,68,0.035
67475809B,Jordi,Romero,Espanya,Barcelona,6,9,1952,Home,1756.65,Sí,Grup A,Jordi Romero,Si,1952-09-06,73,0.05
21511240Y,Oriol,García Castells,Espanya,Barcelona,8,5,1987,Home,962.85,No,Grup A,Oriol García Castells,Si,1987-05-08,39,0.05
43630705N,Laia,Ferrer,Espanya,Barcelona,2,2,1953,Dona,1441.76,Sí,Grup B,Laia Ferrer,Si,1953-02-02,73,0.035
88020602R,Toni,Romero,Espanya,Barcelona,23,8,2001,Home,2263.54,No,Grup B,Toni Romero,Si,2001-08-23,24,0.035
92573413K,Toni,Castells,Espanya,Barcelona,20,10,1984,Home,1868.64,No,Grup C,Toni Castells,Si,1984-10-20,41,0.02
25874228C,Laia,López,Espanya,Barcelona,8,3,1970,Dona,1380.75,No,Grup A,Laia López,Si,1970-03-08,56,0.05
69760120X,Laia,Ferrer Martínez,Espanya,Barcelona,11,11,1980,Dona,716.1,No,Grup A,Laia Ferrer Martínez,Si,1980-11-11,45,0.05
82947791W,Jordi,García,Espanya,Barcelona,23,5,1984,Home,1732.98,Sí,Grup C,Jordi García,Si,1984-05-23,42,0.02
96880751H,Marta,Martínez Martínez,Espanya,Bilbao,23,8,1995,,2047.14,No,Grup C,Marta Martínez Martínez,Si,1995-08-23,30,0.02
17029292R,Marc,Romero Martínez,Espanya,Bilbao,4,7,1993,Home,2097.94,Sí,Grup B,Marc Romero Martínez,Si,1993-07-04,32,0.035
48870261R,Jordi,Sánchez,Espanya,Bilbao,16,8,1962,Home,779.1,No,Grup A,Jordi Sánchez,Si,1962-08-16,63,0.05
96482330F,Marc,Ferrer Ferrer,Espanya,Bilbao,20,3,1974,Home,1604.25,Sí,Grup B,Marc Ferrer Ferrer,Si,1974-03-20,52,0.035
17856143W,Anna,Martínez Martínez,Espanya,Bilbao,26,9,1972,Dona,819.0,No,Grup A,Anna Martínez Martínez,Si,1972-09-26,53,0.05
52684613F,Núria,Castells,Espanya,Bilbao,14,11,1960,,2856.0,Sí,Grup C,Núria Castells,Si,1960-11-14,65,0.02
17851044J,Pau,Ferrer,Espanya,Bilbao,25,4,1957,Home,1365.16,Sí,Grup B,Pau Ferrer,Si,1957-04-25,69,0.035
71226479A,Toni,Sánchez García,Espanya,Bilbao,28,2,2000,Home,1450.05,No,Grup A,Toni Sánchez García,Si,2000-02-28,26,0.05
16587202X,Eva,López,Espanya,Bilbao,16,12,1974,Dona,2031.7,No,Grup B,Eva López,Si,1974-12-16,51,0.035
44988676P,Eva,Sánchez,Espanya,Bilbao,10,1,1977,Dona,1953.04,No,Grup B,Eva Sánchez,Si,1977-01-10,49,0.035
58904747N,Joan,Ferrer,Espanya,Bilbao,13,11,1994,Home,1574.24,No,Grup B,Joan Ferrer,Si,1994-11-13,31,0.035
98082914F,Anna,Ferrer Sánchez,Espanya,Bilbao,21,10,1982,Dona,1389.15,No,Grup A,Anna Ferrer Sánchez,Si,1982-10-21,43,0.05
31532532F,Laia,Castells,Espanya,Bilbao,19,4,1950,Dona,2643.84,No,Grup D,Laia Castells,Si,1950-04-19,76,0.08
64134967K,Clara,Sánchez,Espanya,Bilbao,1,10,1965,Dona,857.85,Sí,Grup A,Clara Sánchez,Si,1965-10-01,60,0.05
90370999E,Marc,Sánchez López,Espanya,Bilbao,6,8,1990,Home,2026.74,No,Grup C,Marc Sánchez López,Si,1990-08-06,35,0.02
31039740J,Anna,Castells,Espanya,Bilbao,20,3,1987,Dona,1450.05,No,Grup A,Anna Castells,Si,1987-03-20,39,0.05
69934163X,Laia,Martínez Ferrer,Espanya,Bilbao,19,10,1956,Dona,1030.05,Sí,Grup A,Laia Martínez Ferrer,Si,1956-10-19,69,0.05
48108194K,Marta,Sánchez,Espanya,Bilbao,1,9,1972,Dona,1211.7,No,Grup A,Marta Sánchez,Si,1972-09-01,53,0.05
90181637T,Núria,López,Espanya,Bilbao,1,1,1973,Dona,1725.34,Sí,Grup B,Núria López,Si,1973-01-01,53,0.035
85738042R,Toni,García,Espanya,Bilbao,28,10,1998,Home,2768.28,Sí,Grup C,Toni García,Si,1998-10-28,27,0.02
35072309W,Pau,Ferrer,Espanya,Bilbao,6,8,1964,Home,1213.8,No,Grup A,Pau Ferrer,Si,1964-08-06,61,0.05
68948799D,Clara,Castells García,Espanya,Bilbao,11,1,1964,Dona,1155.0,Sí,Grup A,Clara Castells García,Si,1964-01-11,62,0.05
41156735G,Toni,Castells,Espanya,Bilbao,7,6,1990,Home,1732.59,No,Grup B,Toni Castells,Si,1990-06-07,35,0.035
10674532Q,Jordi,Castells Ferrer,Espanya,Bilbao,23,2,1979,Home,1279.95,No,Grup A,Jordi Castells Ferrer,Si,1979-02-23,47,0.05
25710763B,Eva,Castells García,Espanya,Bilbao,18,3,1993,Dona,2680.56,No,Grup C,Eva Castells García,Si,1993-03-18,33,0.02
52195959W,Carla,Castells García,Espanya,Bilbao,7,1,1994,Dona,1358.7,No,Grup A,Carla Castells García,Si,1994-01-07,32,0.05
54585678Q,Pau,López Martínez,Espanya,Bilbao,22,5,1967,Home,2199.38,Sí,Grup B,Pau López Martínez,Si,1967-05-22,59,0.035
42625930X,Joan,Romero,Espanya,Bilbao,15,11,1987,Home,1581.48,No,Grup B,Joan Romero,Si,1987-11-15,38,0.035
44075059L,Oriol,Sánchez Sánchez,Espanya,Bilbao,17,3,2002,Home,1878.52,Sí,Grup B,Oriol Sánchez Sánchez,Si,2002-03-17,24,0.035
12499600L,Pau,Ferrer López,Espanya,Bilbao,22,11,1960,Home,2621.4,Sí,Grup C,Pau Ferrer López,Si,1960-11-22,65,0.02
87744901Q,Toni,García,Espanya,Bilbao,20,9,1990,Home,1757.43,No,Grup B,Toni García,Si,1990-09-20,35,0.035
46969469J,Marc,Romero Romero,Espanya,Bilbao,8,8,1959,Home,2223.6,Sí,Grup C,Marc Romero Romero,Si,1959-08-08,66,0.02
24418722F,Marta,Romero Sánchez,Espanya,Bilbao,19,7,1968,Dona,1087.8,No,Grup A,Marta Romero Sánchez,Si,1968-07-19,57,0.05
76674953J,Jordi,Sánchez,Espanya,Bilbao,5,3,1952,Home,1311.45,No,Grup A,Jordi Sánchez,Si,1952-03-05,74,0.05
27292471C,Eva,García,Espanya,Bilbao,18,10,1962,,2209.72,No,Grup B,Eva García,Si,1962-10-18,63,0.035
51884150Q,Joan,Romero Sánchez,Espanya,Bilbao,24,7,1951,Home,1545.26,Sí,Grup B,Joan Romero Sánchez,Si,1951-07-24,74,0.035
65118360Z,Joan,Romero Martínez,Espanya,Bilbao,19,11,1954,Home,2164.18,No,Grup B,Joan Romero Martínez,Si,1954-11-19,71,0.035
98052221N,Marta,Martínez,Espanya,Bilbao,22,6,1973,Dona,858.9,No,Grup A,Marta Martínez,Si,1973-06-22,52,0.05
58101481N,Jordi,Sánchez,Espanya,Bilbao,20,4,1993,Home,1353.45,No,Grup A,Jordi Sánchez,Si,1993-04-20,33,0.05
24315095T,Toni,Ferrer,Espanya,Bilbao,24,2,1964,Altres,2214.9,No,Grup B,Toni Ferrer,Si,1964-02-24,62,0.035
14473175F,Oriol,Castells,Espanya,Bilbao,17,3,1965,Home,2299.77,No,Grup B,Oriol Castells,Si,1965-03-17,61,0.035
74165595P,Jordi,Castells,Espanya,Bilbao,1,6,1953,Home,1392.3,Sí,Grup A,Jordi Castells,Si,1953-06-01,73,0.05
43099073D,Marc,Martínez Martínez,Espanya,Bilbao,4,1,2001,Home,1751.4,Sí,Grup A,Marc Martínez Martínez,Si,2001-01-04,25,0.05
59715366K,Oriol,Romero Sánchez,Espanya,Bilbao,6,2,1997,Home,2843.76,Sí,Grup C,Oriol Romero Sánchez,Si,1997-02-06,29,0.02
29753711H,Anna,Ferrer Castells,Espanya,Bilbao,18,8,1992,Dona,1363.09,Sí,Grup B,Anna Ferrer Castells,Si,1992-08-18,33,0.035
59372221S,Laia,Ferrer,Espanya,Bilbao,22,5,1978,Dona,1260.63,No,Grup B,Laia Ferrer,Si,1978-05-22,48,0.035
61477292C,Marta,Romero,Espanya,Bilbao,8,7,1978,Dona,1910.61,No,Grup B,Marta Romero,Si,1978-07-08,47,0.035
86419307C,Eva,Castells Romero,Espanya,Bilbao,25,7,1988,Dona,2627.64,Sí,Grup D,Eva Castells Romero,Si,1988-07-25,37,0.08
60957935K,Eva,López,Espanya,Bilbao,26,12,1964,Dona,1274.7,No,Grup A,Eva López,Si,1964-12-26,61,0.05
38593878Z,Jordi,García,Espanya,Bilbao,11,1,1950,Home,1043.7,No,Grup A,Jordi García,Si,1950-01-11,76,0.05
53457611N,Arnau,López López,Espanya,Bilbao,6,6,1991,Home,1430.37,No,Grup B,Arnau López López,Si,1991-06-06,34,0.035
35566470L,Carla,López Sánchez,Espanya,Bilbao,11,10,1961,Dona,1682.91,Sí,Grup B,Carla López Sánchez,Si,1961-10-11,64,0.035
93122931K,Toni,Ferrer,Espanya,Bilbao,5,9,1957,Home,1464.52,No,Grup B,Toni Ferrer,Si,1957-09-05,68,0.035
63960462M,Anna,Castells Martínez,Espanya,Bilbao,6,3,1959,Dona,1615.63,Sí,Grup B,Anna Castells Martínez,Si,1959-03-06,67,0.035
28171073A,Núria,Martínez Romero,Espanya,Bilbao,9,7,1965,Dona,1675.66,Sí,Grup B,Núria Martínez Romero,Si,1965-07-09,60,0.035
19404501Z,Arnau,Ferrer Sánchez,Espanya,Bilbao,6,11,1969,Home,1398.6,Sí,Grup A,Arnau Ferrer Sánchez,Si,1969-11-06,56,0.05
67320503B,Toni,López,Espanya,Bilbao,26,1,1998,Home,1899.24,No,Grup C,Toni López,Si,1998-01-26,28,0.02
67537453P,Joan,Romero Martínez,Espanya,Bilbao,24,12,1985,Home,1825.74,No,Grup B,Joan Romero Martínez,Si,1985-12-24,40,0.035
10624826J,Laia,Sánchez López,Espanya,Bilbao,5,8,1972,Dona,3201.12,No,Grup D,Laia Sánchez López,Si,1972-08-05,53,0.08
37416719D,Anna,López,Espanya,Bilbao,17,6,1995,Dona,1396.5,Sí,Grup A,Anna López,Si,1995-06-17,30,0.05
50115394L,Arnau,Martínez,Espanya,Bilbao,25,4,1959,Home,1420.02,Sí,Grup B,Arnau Martínez,Si,1959-04-25,67,0.035
88308185F,Jordi,Romero García,Espanya,Bilbao,19,12,1984,Home,1611.75,Sí,Grup A,Jordi Romero García,Si,1984-12-19,41,0.05
83561180C,Carla,López,Espanya,Bilbao,7,7,2003,Dona,1821.6,Sí,Grup B,Carla López,Si,2003-07-07,22,0.035
66590677S,Marta,García,Espanya,Bilbao,19,8,1950,Dona,1481.08,No,Grup B,Marta García,Si,1950-08-19,75,0.035
70113350T,Pau,Castells,Espanya,Bilbao,17,4,1952,,1172.85,No,Grup A,Pau Castells,Si,1952-04-17,74,0.05
88571285P,Oriol,Castells,Espanya,Bilbao,13,4,1972,Home,1647.72,Sí,Grup B,Oriol Castells,Si,1972-04-13,54,0.035
28923859R,Eva,Sánchez Castells,Espanya,Bilbao,23,9,1987,Dona,2668.32,Sí,Grup C,Eva Sánchez Castells,Si,1987-09-23,38,0.02
59804478P,Núria,Martínez Ferrer,Espanya,Bilbao,27,3,1965,Dona,2338.86,No,Grup C,Núria Martínez Ferrer,Si,1965-03-27,61,0.02
46470158A,Arnau,Romero,Espanya,Bilbao,26,6,1951,Home,3595.32,Sí,Grup D,Arnau Romero,Si,1951-06-26,74,0.08
12689894Z,Marta,López,Espanya,Bilbao,24,7,1967,Dona,1492.05,No,Grup A,Marta López,Si,1967-07-24,58,0.05
52501105S,Marc,Castells,Espanya,Bilbao,11,9,1984,Home,1880.88,No,Grup C,Marc Castells,Si,1984-09-11,41,0.02
71304182R,Núria,Ferrer,Espanya,Bilbao,17,3,1979,Dona,1279.95,Sí,Grup A,Núria Ferrer,Si,1979-03-17,47,0.05
44724403H,Toni,Ferrer,Espanya,Bilbao,20,2,1980,Home,1504.89,No,Grup B,Toni Ferrer,Si,1980-02-20,46,0.035
54525691Y,Laia,García Ferrer,Espanya,Bilbao,19,1,1970,Dona,1826.78,No,Grup B,Laia García Ferrer,Si,1970-01-19,56,0.035
23955973V,Eva,Ferrer Romero,Espanya,Bilbao,19,5,1976,Dona,1461.42,No,Grup B,Eva Ferrer Romero,Si,1976-05-19,50,0.035
75340954W,Joan,Ferrer,Espanya,Bilbao,21,5,1981,,1478.4,No,Grup A,Joan Ferrer,Si,1981-05-21,45,0.05
30932082P,Marta,López,Espanya,Bilbao,2,9,1954,Altres,1960.44,Sí,Grup C,Marta López,Si,1954-09-02,71,0.02
58004635G,Marc,Martínez Sánchez,Espanya,Bilbao,21,12,1965,Home,2291.94,Sí,Grup C,Marc Martínez Sánchez,Si,1965-12-21,60,0.02
76782023V,Anna,Castells García,Espanya,Bilbao,26,3,1950,Dona,1516.28,Sí,Grup B,Anna Castells García,Si,1950-03-26,76,0.035
87154578D,Toni,Martínez,Espanya,Bilbao,5,7,1973,Home,1700.5,Sí,Grup B,Toni Martínez,Si,1973-07-05,52,0.035
84495908R,Toni,Sánchez Romero,Espanya,Bilbao,18,12,1952,Home,2074.68,No,Grup C,Toni Sánchez Romero,Si,1952-12-18,73,0.02
36717144Q,Jordi,Romero,Espanya,Bilbao,17,11,1969,Home,1405.53,No,Grup B,Jordi Romero,Si,1969-11-17,56,0.035
97210518F,Clara,Sánchez Romero,Espanya,Bilbao,16,3,2004,Dona,1075.2,No,Grup A,Clara Sánchez Romero,Si,2004-03-16,22,0.05
31675368R,Eva,López Martínez,Espanya,Bilbao,27,7,1998,Dona,1380.69,No,Grup B,Eva López Martínez,Si,1998-07-27,27,0.035
76436789V,Eva,Romero,Espanya,Bilbao,18,7,1967,Dona,1388.1,No,Grup A,Eva Romero,Si,1967-07-18,58,0.05
89450981Z,Laia,Castells,Espanya,Bilbao,20,11,2000,Dona,1757.43,Sí,Grup B,Laia Castells,Si,2000-11-20,25,0.035
21820075A,Arnau,Sánchez,Espanya,Bilbao,23,1,1978,Home,1162.35,No,Grup A,Arnau Sánchez,Si,1978-01-23,48,0.05
64697693K,Núria,Martínez Martínez,Espanya,Bilbao,20,8,2002,Dona,1056.3,No,Grup A,Núria Martínez Martínez,Si,2002-08-20,23,0.05
43507453W,Anna,Ferrer Martínez,Espanya,Bilbao,15,10,1981,Dona,892.5,Sí,Grup A,Anna Ferrer Martínez,Si,1981-10-15,44,0.05
15138029Q,Marc,Castells,Espanya,Bilbao,16,12,2002,Home,2206.62,No,Grup B,Marc Castells,Si,2002-12-16,23,0.035
78668978W,Pau,Sánchez,Espanya,Bilbao,20,5,1994,Home,2252.16,Sí,Grup B,Pau Sánchez,Si,1994-05-20,32,0.035
54990944C,Laia,Sánchez Romero,Espanya,Bilbao,4,12,1960,Dona,2101.2,Sí,Grup C,Laia Sánchez Romero,Si,1960-12-04,65,0.02
19814204M,Marta,García,Espanya,Bilbao,23,2,1999,Dona,1635.3,Sí,Grup B,Marta García,Si,1999-02-23,27,0.035
80122915D,Jordi,Romero García,Espanya,Bilbao,5,12,1978,Home,1986.96,Sí,Grup C,Jordi Romero García,Si,1978-12-05,47,0.02
65535145H,Pau,Castells,Espanya,Bilbao,20,7,1953,Home,3188.16,No,Grup D,Pau Castells,Si,1953-07-20,72,0.08
17792481K,Joan,Romero Martínez,Espanya,Bilbao,16,2,1996,Home,1913.72,No,Grup B,Joan Romero Martínez,Si,1996-02-16,30,0.035
75293326J,Joan,García,Espanya,Bilbao,23,6,1960,Home,867.3,No,Grup A,Joan García,Si,1960-06-23,65,0.05
72988314H,Marc,Sánchez,Espanya,Bilbao,3,6,1996,Home,1200.15,Sí,Grup A,Marc Sánchez,Si,1996-06-03,29,0.05
51701516Z,Jordi,Ferrer,Espanya,Bilbao,22,5,1960,Home,1391.25,No,Grup A,Jordi Ferrer,Si,1960-05-22,66,0.05
14270387K,Eva,Castells Romero,Espanya,Bilbao,25,6,1974,Dona,1382.85,No,Grup A,Eva Castells Romero,Si,1974-06-25,51,0.05
58780487Q,Arnau,Martínez Romero,Espanya,Bilbao,26,8,1997,Home,1501.5,No,Grup A,Arnau Martínez Romero,Si,1997-08-26,28,0.05
53837158P,Toni,Ferrer,Espanya,Bilbao,7,4,1996,Altres,1332.45,No,Grup A,Toni Ferrer,Si,1996-04-07,30,0.05
83942911L,Oriol,Romero López,Espanya,Bilbao,3,5,1951,Home,2117.61,No,Grup B,Oriol Romero López,Si,1951-05-03,75,0.035
65854367Q,Toni,López García,Espanya,Bilbao,23,2,1976,Home,2534.7,No,Grup C,Toni López García,Si,1976-02-23,50,0.02
46674072A,Laia,Castells Castells,Espanya,Bilbao,3,12,1968,,1396.5,Sí,Grup A,Laia Castells Castells,Si,1968-12-03,57,0.05
84944664N,Oriol,Romero,Espanya,Bilbao,28,3,1959,,958.65,Sí,Grup A,Oriol Romero,Si,1959-03-28,67,0.05
14579601F,Arnau,Martínez,Espanya,Bilbao,13,8,1964,Home,1387.05,No,Grup A,Arnau Martínez,Si,1964-08-13,61,0.05
99057187Q,Joan,Ferrer García,Espanya,Bilbao,5,5,1995,Home,2913.12,Sí,Grup C,Joan Ferrer García,Si,1995-05-05,31,0.02
90364828E,Laia,Castells,Espanya,Bilbao,23,4,1998,Dona,1850.58,Sí,Grup B,Laia Castells,Si,1998-04-23,28,0.035
26631271T,Laia,Sánchez,Espanya,Bilbao,19,5,1970,Altres,2056.54,Sí,Grup B,Laia Sánchez,Si,1970-05-19,56,0.035
64443494X,Marc,García Romero,Espanya,Bilbao,25,1,2004,Home,1140.3,No,Grup A,Marc García Romero,Si,2004-01-25,22,0.05
54172956P,Anna,Ferrer Castells,Espanya,Bilbao,1,9,1953,Dona,1220.1,No,Grup A,Anna Ferrer Castells,Si,1953-09-01,72,0.05
68548102E,Laia,López López,Espanya,Bilbao,3,5,1997,Dona,1109.85,Sí,Grup A,Laia López López,Si,1997-05-03,29,0.05
20049413F,Eva,López Ferrer,Espanya,Bilbao,24,12,1952,Dona,2086.56,No,Grup B,Eva López Ferrer,Si,1952-12-24,73,0.035
89826839F,Marta,Castells López,Espanya,Bilbao,10,1,1964,Dona,1224.3,Sí,Grup A,Marta Castells López,Si,1964-01-10,62,0.05
78312427G,Toni,Romero Ferrer,Espanya,Bilbao,13,12,1970,Home,2392.92,No,Grup C,Toni Romero Ferrer,Si,1970-12-13,55,0.02
41625678H,Arnau,Romero,Espanya,Bilbao,18,11,1967,Home,1755.36,No,Grup B,Arnau Romero,Si,1967-11-18,58,0.035
79003381D,Eva,García,Espanya,Bilbao,17,3,1997,Dona,1085.7,No,Grup A,Eva García,Si,1997-03-17,29,0.05
15277702T,Toni,Castells,Espanya,Bilbao,25,7,1966,Home,2206.62,No,Grup B,Toni Castells,Si,1966-07-25,59,0.035
