DNI,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom Complet,Nascut_Espanya,Data_naixament,Edat_actual,Increment
43586389Z,Jordi,Ferrer,Espanya,Sevilla,15,2,1958,Home,1859.89,No,Grup B,Jordi Ferrer,Si,1958-02-15,68,0.035
98144857C,Arnau,Sánchez,Espanya,Sevilla,21,10,1990,Home,2224.21,No,Grup B,Arnau Sánchez,Si,1990-10-21,35,0.035
41916963A,Marta,Romero,Espanya,Sevilla,27,4,1976,Dona,1820.56,No,Grup B,Marta Romero,Si,1976-04-27,50,0.035
90216874S,Jordi,Ferrer,Espanya,Sevilla,12,7,2003,Home,1462.46,No,Grup B,Jordi Ferrer,Si,2003-07-12,22,0.035
41171214L,Jordi,Romero García,Espanya,Sevilla,6,8,2000,Home,2041.02,Sí,Grup B,Jordi Romero García,Si,2000-08-06,25,0.035
80471691R,Laia,Sánchez,Espanya,Sevilla,3,3,1982,Dona,1914.75,Sí,Grup B,Laia Sánchez,Si,1982-03-03,44,0.035
93432185G,Oriol,Martínez,Espanya,Sevilla,26,7,1957,Home,2361.87,No,Grup B,Oriol Martínez,Si,1957-07-26,68,0.035
42280605C,Clara,García,Espanya,Sevilla,16,10,1951,Dona,1479.02,Sí,Grup B,Clara García,Si,1951-10-16,74,0.035
13998302S,Clara,Ferrer Martínez,Espanya,Sevilla,24,5,1951,Dona,1828.84,No,Grup B,Clara Ferrer Martínez,Si,1951-05-24,75,0.035
99123197C,Marc,Sánchez Castells,Espanya,Sevilla,21,3,1980,Home,1323.76,No,Grup B,Marc Sánchez Castells,Si,1980-03-21,46,0.035
50829502T,Núria,Ferrer Romero,Espanya,Sevilla,16,3,1989,Dona,1300.99,No,Grup B,Núria Ferrer Romero,Si,1989-03-16,37,0.035
98511923W,Carla,Castells Castells,Espanya,Sevilla,22,6,1979,Dona,1909.57,No,Grup B,Carla Castells Castells,Si,1979-06-22,46,0.035
15838881W,Marta,Romero,Espanya,Sevilla,26,10,2002,Dona,1336.18,Sí,Grup B,Marta Romero,Si,2002-10-26,23,0.035
29092175V,Marc,López Sánchez,Espanya,Sevilla,11,4,1968,Home,1361.02,No,Grup B,Marc López Sánchez,Si,1968-04-11,58,0.035
32909990R,Laia,Romero,Espanya,Sevilla,18,5,1960,Dona,1401.39,No,Grup B,Laia Romero,Si,1960-05-18,66,0.035
23058334Y,Jordi,Ferrer,Espanya,Sevilla,5,3,1993,Home,1710.85,Sí,Grup B,Jordi Ferrer,Si,1993-03-05,33,0.035
54853635H,Laia,Castells Ferrer,Espanya,Sevilla,23,6,1986,Dona,1219.23,Sí,Grup B,Laia Castells Ferrer,Si,1986-06-23,39,0.035
13357124H,Arnau,Martínez Martínez,Espanya,Sevilla,6,12,1960,Home,1851.61,No,Grup B,Arnau Martínez Martínez,Si,1960-12-06,65,0.035
46035899S,Marc,Romero,Espanya,Sevilla,2,11,1975,Home,1623.92,No,Grup B,Marc Romero,Si,1975-11-02,50,0.035
31958336Z,Núria,Martínez Castells,Espanya,Sevilla,8,12,1962,Dona,1345.5,No,Grup B,Núria Martínez Castells,Si,1962-12-08,63,0.035
58423324H,Núria,Castells Ferrer,Espanya,Sevilla,13,10,2005,Dona,2130.03,No,Grup B,Núria Castells Ferrer,Si,2005-10-13,20,0.035
43409433Y,Marta,López López,Espanya,Sevilla,24,2,1986,Dona,1337.22,No,Grup B,Marta López López,Si,1986-02-24,40,0.035
82936531F,Pau,López Martínez,Espanya,Sevilla,17,12,1958,Home,1458.31,No,Grup B,Pau López Martínez,Si,1958-12-17,67,0.035
47853239E,Núria,López,Espanya,Sevilla,14,4,1969,Dona,1848.51,No,Grup B,Núria López,Si,1969-04-14,57,0.035
81124534E,Oriol,Sánchez,Espanya,Sevilla,1,4,1969,Home,1472.8,No,Grup B,Oriol Sánchez,Si,1969-04-01,57,0.035
65476112E,Marta,Romero Romero,Espanya,Sevilla,24,9,1991,Dona,1687.05,No,Grup B,Marta Romero Romero,Si,1991-09-24,34,0.035
49176508C,Pau,García López,Espanya,Sevilla,22,8,1996,Home,1395.18,Sí,Grup B,Pau García López,Si,1996-08-22,29,0.035
58632182Z,Laia,Romero,Espanya,Sevilla,16,11,1962,Dona,1253.38,Sí,Grup B,Laia Romero,Si,1962-11-16,63,0.035
91233007A,Joan,García,Espanya,Sevilla,23,3,2003,,1651.86,Sí,Grup B,Joan García,Si,2003-03-23,23,0.035
25161375F,Marta,Ferrer Ferrer,Espanya,Sevilla,1,6,1951,Dona,1258.56,No,Grup B,Marta Ferrer Ferrer,Si,1951-06-01,75,0.035
32384138R,Clara,Sánchez López,Espanya,València,27,7,1955,Dona,2083.46,Sí,Grup B,Clara Sánchez López,Si,1955-07-27,70,0.035
27772301M,Anna,Castells Romero,Espanya,València,25,8,1978,Dona,1730.52,No,Grup B,Anna Castells Romero,Si,1978-08-25,47,0.035
23876940J,Marta,Romero,Espanya,València,25,11,2002,Dona,1302.03,No,Grup B,Marta Romero,Si,2002-11-25,23,0.035
91110497A,Arnau,García,Espanya,València,2,1,1954,Home,2200.41,No,Grup B,Arnau García,Si,1954-01-02,72,0.035
82953871E,Toni,Castells,Espanya,València,1,4,1963,Home,1825.74,Sí,Grup B,Toni Castells,Si,1963-04-01,63,0.035
99521295N,Anna,Castells Martínez,Espanya,València,3,4,1991,Dona,1463.49,No,Grup B,Anna Castells Martínez,Si,1991-04-03,35,0.035
15110846Z,Oriol,López,Espanya,València,27,6,2002,Home,1353.78,No,Grup B,Oriol López,Si,2002-06-27,23,0.035
47304350Y,Jordi,Ferrer,Espanya,València,21,6,1967,Home,1376.55,Sí,Grup B,Jordi Ferrer,Si,1967-06-21,58,0.035
55395479J,Anna,Ferrer,Espanya,València,6,10,1984,Dona,1584.58,Sí,Grup B,Anna Ferrer,Si,1984-10-06,41,0.035
73749390X,Eva,Romero Ferrer,Espanya,València,7,12,1965,Dona,1926.13,No,Grup B,Eva Romero Ferrer,Si,1965-12-07,60,0.035
33287222R,Toni,Romero,Espanya,València,19,1,1974,Home,1501.78,No,Grup B,Toni Romero,Si,1974-01-19,52,0.035
29151933K,Arnau,Romero Romero,Espanya,València,8,10,1968,Home,1874.38,No,Grup B,Arnau Romero Romero,Si,1968-10-08,57,0.035
74017954Q,Anna,Sánchez,Espanya,València,25,2,1981,Dona,1242.0,No,Grup B,Anna Sánchez,Si,1981-02-25,45,0.035
21526488C,Joan,Sánchez,Espanya,València,9,8,1997,Home,2383.6,Sí,Grup B,Joan Sánchez,Si,1997-08-09,28,0.035
61862070S,Núria,Castells,Espanya,València,25,12,1992,Dona,2093.8,Sí,Grup B,Núria Castells,Si,1992-12-25,33,0.035
17102266H,Marta,Romero García,Espanya,València,3,4,1972,Altres,1397.25,Sí,Grup B,Marta Romero García,Si,1972-04-03,54,0.035
79676573H,Marta,Ferrer Sánchez,Espanya,València,18,3,1952,Dona,1344.46,Sí,Grup B,Marta Ferrer Sánchez,Si,1952-03-18,74,0.035
16129804M,Arnau,García,Espanya,València,11,2,1953,Home,1952.01,No,Grup B,Arnau García,Si,1953-02-11,73,0.035
10882370B,Núria,Romero Martínez,Espanya,València,16,3,2004,Dona,1426.23,Sí,Grup B,Núria Romero Martínez,Si,2004-03-16,22,0.035
13299063V,Marc,Ferrer García,Espanya,València,21,4,1996,Home,1674.63,No,Grup B,Marc Ferrer García,Si,1996-04-21,30,0.035
80116589E,Toni,Castells Romero,Espanya,València,26,8,1988,Home,1337.22,Sí,Grup B,Toni Castells Romero,Si,1988-08-26,37,0.035
44603694F,Toni,Castells,Espanya,València,4,9,1964,Home,1342.4,No,Grup B,Toni Castells,Si,1964-09-04,61,0.035
41974885N,Arnau,Ferrer Romero,Espanya,València,13,7,1958,Home,1848.51,Sí,Grup B,Arnau Ferrer Romero,Si,1958-07-13,67,0.035
18457673C,Carla,Martínez,Espanya,València,17,4,1999,Dona,1325.83,No,Grup B,Carla Martínez,Si,1999-04-17,27,0.035
87257820C,Marta,García,Espanya,València,14,5,1976,Dona,1637.37,No,Grup B,Marta García,Si,1976-05-14,50,0.035
89141927S,Eva,Ferrer Ferrer,Espanya,València,24,12,1979,Dona,1642.54,No,Grup B,Eva Ferrer Ferrer,Si,1979-12-24,46,0.035
11156851X,Carla,Sánchez,Espanya,València,17,8,1975,Dona,1560.78,Sí,Grup B,Carla Sánchez,Si,1975-08-17,50,0.035
61239482R,Eva,López Sánchez,Espanya,València,25,4,1987,Dona,2159.01,No,Grup B,Eva López Sánchez,Si,1987-04-25,39,0.035
82495492K,Jordi,García Castells,Espanya,València,4,7,1970,Home,1912.68,Sí,Grup B,Jordi García Castells,Si,1970-07-04,55,0.035
50017849P,Núria,Martínez,Espanya,València,26,9,1958,Dona,1978.92,No,Grup B,Núria Martínez,Si,1958-09-26,67,0.035
21123762J,Toni,Sánchez Sánchez,Espanya,València,20,1,1989,Home,2373.25,No,Grup B,Toni Sánchez Sánchez,Si,1989-01-20,37,0.035
44026048T,Joan,López,Espanya,València,15,10,1982,Home,2370.15,No,Grup B,Joan López,Si,1982-10-15,43,0.035
32095971T,Laia,López López,Espanya,València,8,5,1962,Dona,1281.33,Sí,Grup B,Laia López López,Si,1962-05-08,64,0.035
73130661B,Clara,Martínez Romero,Espanya,València,1,10,1975,Dona,2047.23,Sí,Grup B,Clara Martínez Romero,Si,1975-10-01,50,0.035
83262533Z,Jordi,Martínez Ferrer,Espanya,València,17,6,1950,Home,2360.84,Sí,Grup B,Jordi Martínez Ferrer,Si,1950-06-17,75,0.035
22914113G,Laia,Sánchez Sánchez,Espanya,València,25,9,1995,,1403.46,No,Grup B,Laia Sánchez Sánchez,Si,1995-09-25,30,0.035
20335877M,Arnau,García Ferrer,Espanya,València,20,1,1951,Home,2116.57,No,Grup B,Arnau García Ferrer,Si,1951-01-20,75,0.035
44065719N,Pau,Ferrer Ferrer,Espanya,València,9,11,1991,Home,1444.86,Sí,Grup B,Pau Ferrer Ferrer,Si,1991-11-09,34,0.035
17088262F,Eva,Sánchez,Espanya,València,18,2,1971,Dona,2160.04,No,Grup B,Eva Sánchez,Si,1971-02-18,55,0.035
23333032N,Oriol,Martínez,Espanya,València,21,12,1986,Home,1826.78,No,Grup B,Oriol Martínez,Si,1986-12-21,39,0.035
29153728J,Joan,Romero García,Espanya,València,4,3,1956,Home,2293.56,No,Grup B,Joan Romero García,Si,1956-03-04,70,0.035
43414375Y,Joan,López,Espanya,València,28,3,1995,Home,2227.32,No,Grup B,Joan López,Si,1995-03-28,31,0.035
20428037K,Anna,García,Espanya,València,22,11,1976,Dona,1605.28,Sí,Grup B,Anna García,Si,1976-11-22,49,0.035
95842086Q,Anna,López López,Espanya,València,7,7,1988,Dona,1375.52,Sí,Grup B,Anna López López,Si,1988-07-07,37,0.035
22942395H,Carla,Ferrer Martínez,Espanya,València,3,5,1992,Dona,1773.99,No,Grup B,Carla Ferrer Martínez,Si,1992-05-03,34,0.035
93384627N,Camille,Moreau Moreau,França,Lió,16,7,1993,Dona,2030.67,No,Grup B,Camille Moreau Moreau,No,1993-07-16,32,0.035
67762046W,Chloé,Moreau,França,Lió,21,2,1989,Dona,1491.44,No,Grup B,Chloé Moreau,No,1989-02-21,37,0.035
28196940Z,Michel,Moreau,França,Lió,12,12,1992,Home,2072.07,Sí,Grup B,Michel Moreau,No,1992-12-12,33,0.035
83874145K,Chloé,Lefevre,França,Marsella,10,9,1973,Dona,1967.54,Sí,Grup B,Chloé Lefevre,No,1973-09-10,52,0.035
12234836K,Chloé,Girard,França,Marsella,17,4,1977,Dona,2054.48,Sí,Grup B,Chloé Girard,No,1977-04-17,49,0.035
89173930Q,Sophie,Moreau Lefevre,França,Marsella,11,1,1995,Dona,1802.97,Sí,Grup B,Sophie Moreau Lefevre,No,1995-01-11,31,0.035
74822167B,Antoine,Lefevre,França,Marsella,1,10,1953,Home,1806.07,No,Grup B,Antoine Lefevre,No,1953-10-01,72,0.035
14532429J,Jean,Dubois Moreau,França,Marsella,7,12,1967,Home,2008.94,No,Grup B,Jean Dubois Moreau,No,1967-12-07,58,0.035
83613978F,Antoine,Lefevre Girard,França,Marsella,22,12,1981,Home,1676.7,Sí,Grup B,Antoine Lefevre Girard,No,1981-12-22,44,0.035
51525932J,Michel,Moreau,França,Marsella,27,6,1978,Home,2157.98,Sí,Grup B,Michel Moreau,No,1978-06-27,47,0.035
28394981G,Jean,Girard Moreau,França,París,26,9,1991,,1628.05,Sí,Grup B,Jean Girard Moreau,No,1991-09-26,34,0.035
88164399Q,Camille,Girard Lefevre,França,París,26,1,2001,Dona,1574.24,Sí,Grup B,Camille Girard Lefevre,No,2001-01-26,25,0.035
45888164B,Giulia,Conti,Itàlia,Roma,8,7,1998,Dona,2036.88,Sí,Grup B,Giulia Conti,No,1998-07-08,27,0.035
56555741Z,Marco,Conti Rossi,Itàlia,Roma,4,1,1986,Home,1500.75,No,Grup B,Marco Conti Rossi,No,1986-01-04,40,0.035
97143963K,Chiara,Russo Conti,Itàlia,Roma,6,11,1985,Altres,1491.44,Sí,Grup B,Chiara Russo Conti,No,1985-11-06,40,0.035
50496524Y,Alessia,Russo Russo,Itàlia,Roma,14,2,1983,Dona,1405.53,No,Grup B,Alessia Russo Russo,No,1983-02-14,43,0.035
96964440V,Marco,Russo,Itàlia,Torí,13,7,1982,Home,2270.79,No,Grup B,Marco Russo,No,1982-07-13,43,0.035
10352133N,Marco,Conti Russo,Itàlia,Torí,28,1,2005,Home,2072.07,No,Grup B,Marco Conti Russo,No,2005-01-28,21,0.035
67472696R,Francesca,Ferrari Ferrari,Itàlia,Torí,21,4,1990,,1362.06,No,Grup B,Francesca Ferrari Ferrari,No,1990-04-21,36,0.035
42177426S,Giovanni,Ferrari,Itàlia,Torí,8,2,1964,Home,1519.38,No,Grup B,Giovanni Ferrari,No,1964-02-08,62,0.035
54347378D,Giulia,Russo,Itàlia,Torí,14,6,2005,Dona,1447.96,Sí,Grup B,Giulia Russo,No,2005-06-14,20,0.035
75141877A,Fatima,Fassi,Marroc,Casablanca,18,3,1958,Dona,1194.39,No,Grup B,Fatima Fassi,No,1958-03-18,68,0.035
49061102W,Mohamed,El Amrani Zahraoui,Marroc,Casablanca,12,8,1984,Altres,1599.07,Sí,Grup B,Mohamed El Amrani Zahraoui,No,1984-08-12,41,0.035
94310395L,Ali,Bennani,Marroc,Casablanca,22,3,1980,Home,2235.6,Sí,Grup B,Ali Bennani,No,1980-03-22,46,0.035
86656444H,Salma,Zahraoui,Marroc,Casablanca,18,4,1999,Dona,1213.02,No,Grup B,Salma Zahraoui,No,1999-04-18,27,0.035
59157262R,Khadija,Bennani Bennani,Marroc,Rabat,20,1,1995,Dona,2012.04,No,Grup B,Khadija Bennani Bennani,No,1995-01-20,31,0.035
57230838V,Khadija,Fassi,Marroc,Rabat,10,5,1970,Dona,1471.77,No,Grup B,Khadija Fassi,No,1970-05-10,56,0.035
33585026G,Youssef,El Amrani Fassi,Marroc,Rabat,13,10,1981,Home,1847.48,No,Grup B,Youssef El Amrani Fassi,No,1981-10-13,44,0.035
53822006D,Ali,El Amrani El Amrani,Marroc,Rabat,4,5,1971,Home,2201.44,No,Grup B,Ali El Amrani El Amrani,No,1971-05-04,55,0.035
57340670Z,Gabriela,González,Mèxic,Ciutat de Mèxic,17,6,1955,Dona,1668.42,Sí,Grup B,Gabriela González,No,1955-06-17,70,0.035
83710837G,José,González Ramírez,Mèxic,Ciutat de Mèxic,2,3,1955,Home,1735.7,No,Grup B,José González Ramírez,No,1955-03-02,71,0.035
91287275Z,Luisa,González Cruz,Mèxic,Ciutat de Mèxic,20,11,1990,Dona,1243.03,Sí,Grup B,Luisa González Cruz,No,1990-11-20,35,0.035
72888019J,María,González Hernández,Mèxic,Ciutat de Mèxic,14,7,1965,Dona,1671.52,No,Grup B,María González Hernández,No,1965-07-14,60,0.035
64394445D,Gabriela,Ramírez,Mèxic,Ciutat de Mèxic,19,2,1990,Dona,1623.92,Sí,Grup B,Gabriela Ramírez,No,1990-02-19,36,0.035
44505750Y,Gabriela,Ramírez González,Mèxic,Ciutat de Mèxic,26,3,1988,Dona,1262.7,No,Grup B,Gabriela Ramírez González,No,1988-03-26,38,0.035
81156988L,Miguel,González Cruz,Mèxic,Ciutat de Mèxic,7,8,1965,Home,2122.78,No,Grup B,Miguel González Cruz,No,1965-08-07,60,0.035
97687146Q,Gabriela,González Cruz,Mèxic,Ciutat de Mèxic,20,2,1985,,1638.4,No,Grup B,Gabriela González Cruz,No,1985-02-20,41,0.035
43485739Q,Andrés,González,Mèxic,Guadalajara,26,2,1992,Home,2358.76,Sí,Grup B,Andrés González,No,1992-02-26,34,0.035
89271483K,Camila,Ramírez González,Mèxic,Guadalajara,10,4,1965,Dona,1917.85,No,Grup B,Camila Ramírez González,No,1965-04-10,61,0.035
20554785E,Andrés,González,Mèxic,Guadalajara,13,10,1977,Home,1794.69,No,Grup B,Andrés González,No,1977-10-13,48,0.035
56402346W,Carlos,Ramírez,Mèxic,Guadalajara,21,3,1959,Home,1516.28,Sí,Grup B,Carlos Ramírez,No,1959-03-21,67,0.035
16928694K,Inês,Ferreira Silva,Portugal,Lisboa,25,2,1953,Dona,1184.04,No,Grup B,Inês Ferreira Silva,No,1953-02-25,73,0.035
74821823F,Beatriz,Oliveira Ferreira,Portugal,Lisboa,5,9,1985,Dona,1602.18,Sí,Grup B,Beatriz Oliveira Ferreira,No,1985-09-05,40,0.035
74293523P,Sofia,Oliveira,Portugal,Lisboa,2,4,1998,Dona,2076.21,No,Grup B,Sofia Oliveira,No,1998-04-02,28,0.035
49962478C,Sofia,Silva Oliveira,Portugal,Lisboa,13,8,1977,,1499.72,No,Grup B,Sofia Silva Oliveira,No,1977-08-13,48,0.035
96925654W,Rui,Oliveira Silva,Portugal,Lisboa,25,8,1992,Home,1727.42,No,Grup B,Rui Oliveira Silva,No,1992-08-25,33,0.035
85620401P,Rui,Silva Silva,Portugal,Lisboa,6,5,1958,Home,1311.34,No,Grup B,Rui Silva Silva,No,1958-05-06,68,0.035
68455541R,Sofia,Oliveira,Portugal,Porto,5,7,1952,Dona,1462.46,No,Grup B,Sofia Oliveira,No,1952-07-05,73,0.035
51927396G,Maria,Pereira Pereira,Portugal,Porto,19,6,1980,Dona,1730.52,No,Grup B,Maria Pereira Pereira,No,1980-06-19,45,0.035
49127195L,Beatriz,Ferreira,Portugal,Porto,11,5,1950,Altres,1629.09,Sí,Grup B,Beatriz Ferreira,No,1950-05-11,76,0.035
77255461X,Maria,Ferreira Ferreira,Portugal,Porto,4,3,1996,Dona,1962.36,Sí,Grup B,Maria Ferreira Ferreira,No,1996-03-04,30,0.035
73326255V,João,Silva,Portugal,Porto,23,10,1970,Home,2053.44,Sí,Grup B,João Silva,No,1970-10-23,55,0.035
15594293F,Emily,Jones,Regne Unit,Londres,15,11,1969,Dona,1318.59,No,Grup B,Emily Jones,No,1969-11-15,56,0.035
66854670R,George,Jones Taylor,Regne Unit,Londres,27,5,2000,,2173.5,No,Grup B,George Jones Taylor,No,2000-05-27,26,0.035
25490219L,William,Smith Smith,Regne Unit,Londres,1,12,1952,Home,1700.5,Sí,Grup B,William Smith Smith,No,1952-12-01,73,0.035
50261072D,Sophie,Taylor Smith,Regne Unit,Londres,26,12,2005,Dona,1721.2,No,Grup B,Sophie Taylor Smith,No,2005-12-26,20,0.035
37846341L,Isla,Jones,Regne Unit,Manchester,26,6,1985,Dona,1461.42,Sí,Grup B,Isla Jones,No,1985-06-26,40,0.035
86350703G,Sophie,Smith,Regne Unit,Manchester,8,1,1957,Dona,1297.89,Sí,Grup B,Sophie Smith,No,1957-01-08,69,0.035
89577876S,Emily,Taylor Jones,Regne Unit,Manchester,28,3,1958,Dona,2104.15,No,Grup B,Emily Taylor Jones,No,1958-03-28,68,0.035
