DNI,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom Complet,Nascut_Espanya,Data_naixament,Edat_actual,Increment
43855905B,Eva,Castells,Espanya,Madrid,1,12,1965,Dona,922.95,No,Grup A,Eva Castells,Si,1965-12-01,60,0.05
58027402M,Joan,López,Espanya,Madrid,5,3,1957,Home,1015.35,No,Grup A,Joan López,Si,1957-03-05,69,0.05
29075001G,Eva,Ferrer,Espanya,Madrid,27,1,1974,Dona,1051.05,No,Grup A,Eva Ferrer,Si,1974-01-27,52,0.05
86310227T,Núria,Martínez,Espanya,Madrid,19,3,1986,Dona,1475.25,No,Grup A,Núria Martínez,Si,1986-03-19,40,0.05
42278299Y,Toni,Ferrer,Espanya,Madrid,19,8,1967,Home,1641.15,No,Grup A,Toni Ferrer,Si,1967-08-19,58,0.05
18522481J,Oriol,Martínez,Espanya,Madrid,18,1,1994,Home,1580.25,No,Grup A,Oriol Martínez,Si,1994-01-18,32,0.05
96178808S,Pau,Romero Castells,Espanya,Madrid,14,7,1996,Home,1629.6,Sí,Grup A,Pau Romero Castells,Si,1996-07-14,29,0.05
30574341W,Oriol,García,Espanya,Madrid,8,3,1954,Altres,1640.1,No,Grup A,Oriol García,Si,1954-03-08,72,0.05
53967981Q,Pau,Sánchez,Espanya,Madrid,1,12,1982,Altres,896.7,No,Grup A,Pau Sánchez,Si,1982-12-01,43,0.05
13695774G,Eva,Castells,Espanya,Madrid,20,11,1957,Dona,1445.85,No,Grup A,Eva Castells,Si,1957-11-20,68,0.05
15812105B,Marc,Martínez Ferrer,Espanya,Madrid,14,7,1971,Altres,1258.95,No,Grup A,Marc Martínez Ferrer,Si,1971-07-14,54,0.05
68523497H,Marta,Ferrer,Espanya,Madrid,6,10,1986,Dona,1344.0,No,Grup A,Marta Ferrer,Si,1986-10-06,39,0.05
58786173A,Laia,Martínez,Espanya,Madrid,26,2,1979,Dona,1371.3,No,Grup A,Laia Martínez,Si,1979-02-26,47,0.05
60439277L,Marc,Castells Sánchez,Espanya,Madrid,24,10,1974,Home,884.1,No,Grup A,Marc Castells Sánchez,Si,1974-10-24,51,0.05
16775772V,Pau,López,Espanya,Madrid,24,5,1977,Home,889.35,No,Grup A,Pau López,Si,1977-05-24,49,0.05
56628392X,Carla,García Martínez,Espanya,Madrid,19,4,1981,Dona,1565.55,Sí,Grup A,Carla García Martínez,Si,1981-04-19,45,0.05
77632270Q,Laia,Castells,Espanya,Madrid,11,4,1986,Dona,962.85,No,Grup A,Laia Castells,Si,1986-04-11,40,0.05
49833520M,Marta,García Romero,Espanya,Madrid,27,10,1984,Dona,1001.7,No,Grup A,Marta García Romero,Si,1984-10-27,41,0.05
12401771G,Anna,García,Espanya,Madrid,19,7,1972,,1069.95,No,Grup A,Anna García,Si,1972-07-19,53,0.05
29758839B,Eva,García Sánchez,Espanya,Madrid,28,5,1968,Dona,995.4,No,Grup A,Eva García Sánchez,Si,1968-05-28,58,0.05
59810160K,Jordi,Romero Ferrer,Espanya,Madrid,15,4,2002,Home,1353.45,No,Grup A,Jordi Romero Ferrer,Si,2002-04-15,24,0.05
10102138Q,Núria,Sánchez Martínez,Espanya,Madrid,4,1,1958,Dona,1522.5,No,Grup A,Núria Sánchez Martínez,Si,1958-01-04,68,0.05
12700084Q,Pau,Ferrer López,Espanya,Madrid,16,2,1966,,1242.15,Sí,Grup A,Pau Ferrer López,Si,1966-02-16,60,0.05
62868203H,Marta,López,Espanya,Madrid,26,8,1988,Dona,1405.95,Sí,Grup A,Marta López,Si,1988-08-26,37,0.05
25373007Z,Eva,García,Espanya,Madrid,10,3,1971,,1289.4,Sí,Grup A,Eva García,Si,1971-03-10,55,0.05
90904549G,Marc,López Martínez,Espanya,Madrid,18,11,2004,Home,1338.75,Sí,Grup A,Marc López Martínez,Si,2004-11-18,21,0.05
48610709N,Toni,García García,Espanya,Madrid,9,6,1958,Home,1470.0,Sí,Grup A,Toni García García,Si,1958-06-09,67,0.05
38394682L,Clara,Sánchez Ferrer,Espanya,Madrid,21,4,1963,Dona,1390.2,Sí,Grup A,Clara Sánchez Ferrer,Si,1963-04-21,63,0.05
30011388C,Jordi,Sánchez Ferrer,Espanya,Madrid,2,4,1977,Home,1064.7,No,Grup A,Jordi Sánchez Ferrer,Si,1977-04-02,49,0.05
53118513Z,Carla,Martínez Sánchez,Espanya,Madrid,6,2,2004,Dona,723.45,Sí,Grup A,Carla Martínez Sánchez,Si,2004-02-06,22,0.05
77786231R,Marc,García López,Espanya,Madrid,11,8,1963,Home,1075.2,No,Grup A,Marc García López,Si,1963-08-11,62,0.05
19835344L,Anna,Ferrer,Espanya,Madrid,8,5,1966,Dona,805.35,No,Grup A,Anna Ferrer,Si,1966-05-08,60,0.05
17266104D,Oriol,Ferrer,Espanya,Madrid,9,7,1985,Altres,762.3,No,Grup A,Oriol Ferrer,Si,1985-07-09,40,0.05
91690612P,Clara,Castells,Espanya,Madrid,15,3,1981,Dona,1594.95,Sí,Grup A,Clara Castells,Si,1981-03-15,45,0.05
12767161T,Toni,Castells Castells,Espanya,Madrid,20,3,1950,Home,1609.65,No,Grup A,Toni Castells Castells,Si,1950-03-20,76,0.05
87906075W,Arnau,Sánchez Martínez,Espanya,Madrid,12,11,2003,Home,804.3,No,Grup A,Arnau Sánchez Martínez,Si,2003-11-12,22,0.05
87631058F,Joan,Ferrer Castells,Espanya,Madrid,25,10,1967,Home,1311.45,Sí,Grup A,Joan Ferrer Castells,Si,1967-10-25,58,0.05
16378767Z,Marc,Ferrer Romero,Espanya,Madrid,9,10,1973,Home,1135.05,No,Grup A,Marc Ferrer Romero,Si,1973-10-09,52,0.05
28210536A,Anna,Sánchez López,Espanya,Madrid,4,8,1997,Altres,1256.85,No,Grup A,Anna Sánchez López,Si,1997-08-04,28,0.05
66842033A,Núria,Romero Romero,Espanya,Madrid,3,3,1962,Dona,938.7,No,Grup A,Núria Romero Romero,Si,1962-03-03,64,0.05
44569678M,Laia,Castells,Espanya,Madrid,9,8,1977,Dona,1030.05,No,Grup A,Laia Castells,Si,1977-08-09,48,0.05
71377022P,Pau,López,Espanya,Madrid,28,12,1971,Home,833.7,Sí,Grup A,Pau López,Si,1971-12-28,54,0.05
69931972C,Toni,Martínez López,Espanya,Madrid,4,12,1983,Home,1687.35,Sí,Grup A,Toni Martínez López,Si,1983-12-04,42,0.05
86555403J,Marc,García,Espanya,Madrid,14,7,1977,Home,1678.95,No,Grup A,Marc García,Si,1977-07-14,48,0.05
37757421G,Núria,Martínez Sánchez,Espanya,Madrid,23,5,1967,Dona,959.7,Sí,Grup A,Núria Martínez Sánchez,Si,1967-05-23,59,0.05
14219190G,Carla,Ferrer García,Espanya,Madrid,19,12,1960,Dona,1475.25,Sí,Grup A,Carla Ferrer García,Si,1960-12-19,65,0.05
14778034E,Eva,Romero,Espanya,Madrid,21,1,1972,Dona,1073.1,Sí,Grup A,Eva Romero,Si,1972-01-21,54,0.05
92136991X,Laia,Ferrer,Espanya,Madrid,18,8,1973,Dona,1137.15,Sí,Grup A,Laia Ferrer,Si,1973-08-18,52,0.05
77617404G,Joan,Martínez Romero,Espanya,Madrid,19,6,1972,Home,1185.45,Sí,Grup A,Joan Martínez Romero,Si,1972-06-19,53,0.05
54035649P,Eva,Martínez Martínez,Espanya,Madrid,16,9,2003,Dona,1355.55,No,Grup A,Eva Martínez Martínez,Si,2003-09-16,22,0.05
27743987C,Joan,García Ferrer,Espanya,Madrid,1,6,1975,Home,840.0,Sí,Grup A,Joan García Ferrer,Si,1975-06-01,51,0.05
60786095W,Marc,García,Espanya,Madrid,8,1,1972,Altres,1630.65,No,Grup A,Marc García,Si,1972-01-08,54,0.05
23397473D,Anna,Romero,Espanya,Madrid,11,3,1990,Dona,1010.1,No,Grup A,Anna Romero,Si,1990-03-11,36,0.05
59876171G,Arnau,Sánchez,Espanya,Madrid,28,10,1973,Home,1024.8,Sí,Grup A,Arnau Sánchez,Si,1973-10-28,52,0.05
19888245C,Pau,Romero,Espanya,Madrid,20,2,1953,Home,1412.25,No,Grup A,Pau Romero,Si,1953-02-20,73,0.05
28421457Z,Pau,Romero Castells,Espanya,Madrid,8,8,1968,Home,1500.45,Sí,Grup A,Pau Romero Castells,Si,1968-08-08,57,0.05
27247467S,Anna,López,Espanya,Madrid,2,1,1952,Dona,1115.1,Sí,Grup A,Anna López,Si,1952-01-02,74,0.05
86893272V,Marc,Ferrer,Espanya,Madrid,27,4,1954,Home,1717.8,Sí,Grup A,Marc Ferrer,Si,1954-04-27,72,0.05
70418524X,Laia,Castells Ferrer,Espanya,Madrid,7,5,1971,Dona,1591.8,Sí,Grup A,Laia Castells Ferrer,Si,1971-05-07,55,0.05
59758346F,Laia,Martínez Romero,Espanya,Madrid,28,12,1957,Altres,764.4,Sí,Grup A,Laia Martínez Romero,Si,1957-12-28,68,0.05
56408493L,Anna,García García,Espanya,Madrid,8,5,2003,Dona,889.35,Sí,Grup A,Anna García García,Si,2003-05-08,23,0.05
40039044H,Núria,Romero,Espanya,Madrid,9,4,1974,Dona,717.15,Sí,Grup A,Núria Romero,Si,1974-04-09,52,0.05
54263997Y,Núria,Romero,Espanya,Madrid,9,3,1956,Dona,1485.75,No,Grup A,Núria Romero,Si,1956-03-09,70,0.05
92018667L,Joan,Martínez Castells,Espanya,Madrid,4,10,1985,Home,1195.95,No,Grup A,Joan Martínez Castells,Si,1985-10-04,40,0.05
58088881Q,Anna,García,Espanya,Madrid,15,3,1960,Dona,1186.5,Sí,Grup A,Anna García,Si,1960-03-15,66,0.05
86366713Z,Carla,Sánchez Romero,Espanya,Madrid,22,1,2005,,936.6,No,Grup A,Carla Sánchez Romero,Si,2005-01-22,21,0.05
83982081H,Eva,Castells,Espanya,Sevilla,3,5,1968,,1309.35,Sí,Grup A,Eva Castells,Si,1968-05-03,58,0.05
95012750D,Carla,García,Espanya,Sevilla,17,5,1952,Dona,1011.15,Sí,Grup A,Carla García,Si,1952-05-17,74,0.05
38605068P,Toni,Martínez,Espanya,Sevilla,24,7,1982,Home,1590.75,Sí,Grup A,Toni Martínez,Si,1982-07-24,43,0.05
10911456V,Marta,López,Espanya,Sevilla,6,6,1954,Dona,1558.2,No,Grup A,Marta López,Si,1954-06-06,72,0.05
94678339J,Anna,Martínez Martínez,Espanya,Sevilla,10,4,1985,Dona,1399.65,No,Grup A,Anna Martínez Martínez,Si,1985-04-10,41,0.05
96108474K,Clara,García,Espanya,Sevilla,10,3,1955,Dona,849.45,No,Grup A,Clara García,Si,1955-03-10,71,0.05
45293682M,Joan,Sánchez,Espanya,Sevilla,5,8,1988,Home,1125.6,Sí,Grup A,Joan Sánchez,Si,1988-08-05,37,0.05
43378401L,Núria,Castells Sánchez,Espanya,Sevilla,26,3,1975,Dona,698.25,No,Grup A,Núria Castells Sánchez,Si,1975-03-26,51,0.05
77333333Q,Pau,Ferrer,Espanya,Sevilla,1,1,1999,Home,1614.9,No,Grup A,Pau Ferrer,Si,1999-01-01,27,0.05
57021851P,Pau,Castells,Espanya,Sevilla,23,3,1978,Home,859.95,No,Grup A,Pau Castells,Si,1978-03-23,48,0.05
65405375Z,Marc,García Romero,Espanya,Sevilla,2,1,1982,Home,1182.3,No,Grup A,Marc García Romero,Si,1982-01-02,44,0.05
55464877X,Laia,Castells,Espanya,Sevilla,6,10,1992,,1544.55,No,Grup A,Laia Castells,Si,1992-10-06,33,0.05
54607036B,Eva,Ferrer,Espanya,Sevilla,24,1,1967,Dona,849.45,No,Grup A,Eva Ferrer,Si,1967-01-24,59,0.05
20733024B,Jordi,Ferrer Martínez,Espanya,Sevilla,26,1,1970,Home,1537.2,Sí,Grup A,Jordi Ferrer Martínez,Si,1970-01-26,56,0.05
14065699S,Núria,Sánchez,Espanya,Sevilla,2,11,1991,Dona,1078.35,No,Grup A,Núria Sánchez,Si,1991-11-02,34,0.05
26724488C,Arnau,Ferrer Sánchez,Espanya,Sevilla,3,5,1994,Home,1132.95,No,Grup A,Arnau Ferrer Sánchez,Si,1994-05-03,32,0.05
59073585L,Oriol,Martínez Martínez,Espanya,Sevilla,14,6,1991,,1178.1,Sí,Grup A,Oriol Martínez Martínez,Si,1991-06-14,34,0.05
18599075T,Eva,Sánchez,Espanya,Sevilla,7,8,1992,Dona,1048.95,Sí,Grup A,Eva Sánchez,Si,1992-08-07,33,0.05
79849410R,Carla,Ferrer López,Espanya,Sevilla,17,7,1982,Dona,856.8,No,Grup A,Carla Ferrer López,Si,1982-07-17,43,0.05
35319597A,Toni,López Castells,Espanya,Sevilla,18,8,1977,Home,810.6,No,Grup A,Toni López Castells,Si,1977-08-18,48,0.05
10261037F,Clara,Sánchez,Espanya,Sevilla,14,10,1970,Dona,984.9,Sí,Grup A,Clara Sánchez,Si,1970-10-14,55,0.05
57192874B,Pau,Romero Romero,Espanya,Sevilla,12,4,1990,Home,987.0,No,Grup A,Pau Romero Romero,Si,1990-04-12,36,0.05
20637004R,Jordi,Romero López,Espanya,Sevilla,13,3,1973,Home,1434.3,No,Grup A,Jordi Romero López,Si,1973-03-13,53,0.05
94719538H,Carla,Romero Ferrer,Espanya,Sevilla,28,5,1991,Dona,766.5,No,Grup A,Carla Romero Ferrer,Si,1991-05-28,35,0.05
57180085D,Marta,López,Espanya,Sevilla,25,8,1971,Dona,1108.8,Sí,Grup A,Marta López,Si,1971-08-25,54,0.05
23492566L,Arnau,Ferrer García,Espanya,Sevilla,17,3,1989,Home,1445.85,No,Grup A,Arnau Ferrer García,Si,1989-03-17,37,0.05
25403469P,Clara,García,Espanya,Sevilla,19,8,1998,Dona,784.35,No,Grup A,Clara García,Si,1998-08-19,27,0.05
13508244R,Oriol,Martínez Martínez,Espanya,Sevilla,21,3,1951,Home,1539.3,No,Grup A,Oriol Martínez Martínez,Si,1951-03-21,75,0.05
85031552D,Laia,Ferrer Martínez,Espanya,Sevilla,23,10,1962,Dona,1478.4,Sí,Grup A,Laia Ferrer Martínez,Si,1962-10-23,63,0.05
17972901L,Carla,Sánchez López,Espanya,Sevilla,11,6,1989,Dona,1135.05,Sí,Grup A,Carla Sánchez López,Si,1989-06-11,36,0.05
92286029R,Núria,López,Espanya,Sevilla,5,5,1977,Dona,1075.2,No,Grup A,Núria López,Si,1977-05-05,49,0.05
93623062E,Pau,López García,Espanya,Sevilla,4,7,1992,Home,1751.4,No,Grup A,Pau López García,Si,1992-07-04,33,0.05
91797004K,Toni,Sánchez Sánchez,Espanya,Sevilla,16,7,1950,Home,1358.7,No,Grup A,Toni Sánchez Sánchez,Si,1950-07-16,75,0.05
20460695D,Laia,Ferrer Romero,Espanya,Sevilla,25,8,1951,Dona,1368.15,Sí,Grup A,Laia Ferrer Romero,Si,1951-08-25,74,0.05
14828163F,Marc,Martínez García,Espanya,Sevilla,12,3,1965,Home,1664.25,No,Grup A,Marc Martínez García,Si,1965-03-12,61,0.05
89595235W,Clara,Romero,Espanya,Sevilla,23,3,1999,Dona,795.9,No,Grup A,Clara Romero,Si,1999-03-23,27,0.05
74074321A,Carla,Ferrer Castells,Espanya,Sevilla,2,8,1957,Dona,1145.55,Sí,Grup A,Carla Ferrer Castells,Si,1957-08-02,68,0.05
48242975Q,Arnau,Sánchez Sánchez,Espanya,Sevilla,5,7,1974,Home,1559.25,No,Grup A,Arnau Sánchez Sánchez,Si,1974-07-05,51,0.05
81901030H,Marc,Castells,Espanya,Sevilla,20,9,1970,Home,1163.4,Sí,Grup A,Marc Castells,Si,1970-09-20,55,0.05
33400905A,Joan,Ferrer,Espanya,Sevilla,19,12,1970,,1062.6,No,Grup A,Joan Ferrer,Si,1970-12-19,55,0.05
73063501Z,Eva,Ferrer,Espanya,Sevilla,4,11,1990,Dona,1433.25,Sí,Grup A,Eva Ferrer,Si,1990-11-04,35,0.05
36106979Y,Pau,Sánchez,Espanya,Sevilla,1,2,1953,Home,1088.85,No,Grup A,Pau Sánchez,Si,1953-02-01,73,0.05
83602803G,Joan,Ferrer,Espanya,Sevilla,2,2,1964,Home,1273.65,No,Grup A,Joan Ferrer,Si,1964-02-02,62,0.05
80909731Y,Jordi,García López,Espanya,Sevilla,6,6,1971,Home,1311.45,Sí,Grup A,Jordi García López,Si,1971-06-06,54,0.05
87865381W,Marta,Martínez,Espanya,Sevilla,17,7,2000,Dona,1256.85,No,Grup A,Marta Martínez,Si,2000-07-17,25,0.05
26414747E,Oriol,Martínez,Espanya,Sevilla,23,12,1991,Home,843.15,Sí,Grup A,Oriol Martínez,Si,1991-12-23,34,0.05
19863880V,Carla,López Romero,Espanya,Sevilla,22,4,1954,Dona,1231.65,Sí,Grup A,Carla López Romero,Si,1954-04-22,72,0.05
30525996L,Marc,López,Espanya,Sevilla,23,1,1965,Home,884.1,Sí,Grup A,Marc López,Si,1965-01-23,61,0.05
45203656T,Laia,Ferrer,Espanya,Sevilla,18,6,1988,Dona,994.35,No,Grup A,Laia Ferrer,Si,1988-06-18,37,0.05
18873517G,Jordi,García Martínez,Espanya,Sevilla,7,2,1974,Home,812.7,Sí,Grup A,Jordi García Martínez,Si,1974-02-07,52,0.05
53730243G,Anna,Ferrer Romero,Espanya,Sevilla,24,1,2005,Dona,753.9,No,Grup A,Anna Ferrer Romero,Si,2005-01-24,21,0.05
66795744Q,Núria,López,Espanya,Sevilla,7,6,1956,Dona,1379.7,No,Grup A,Núria López,Si,1956-06-07,69,0.05
38900939H,Pau,Ferrer,Espanya,Sevilla,23,2,1996,Home,1582.35,Sí,Grup A,Pau Ferrer,Si,1996-02-23,30,0.05
95233500R,Clara,López García,Espanya,Sevilla,18,8,1955,Dona,1037.4,No,Grup A,Clara López García,Si,1955-08-18,70,0.05
90131757Y,Toni,Castells,Espanya,Sevilla,11,5,2004,Home,1420.65,No,Grup A,Toni Castells,Si,2004-05-11,22,0.05
95250887Z,Arnau,García,Espanya,Sevilla,10,9,1966,,1291.5,No,Grup A,Arnau García,Si,1966-09-10,59,0.05
14157308N,Eva,Sánchez,Espanya,Sevilla,28,6,1958,Altres,738.15,No,Grup A,Eva Sánchez,Si,1958-06-28,67,0.05
83294970L,Jordi,López,Espanya,Sevilla,18,2,1998,Home,922.95,No,Grup A,Jordi López,Si,1998-02-18,28,0.05
84414697K,Jordi,García Ferrer,Espanya,Sevilla,21,8,1959,Home,1140.3,Sí,Grup A,Jordi García Ferrer,Si,1959-08-21,66,0.05
21546595T,Anna,Martínez,Espanya,Sevilla,24,2,1973,Dona,1212.75,No,Grup A,Anna Martínez,Si,1973-02-24,53,0.05
23733093T,Joan,López,Espanya,Sevilla,12,8,1992,Home,1025.85,No,Grup A,Joan López,Si,1992-08-12,33,0.05
10736038P,Oriol,Castells,Espanya,Sevilla,27,3,1998,Home,1642.2,Sí,Grup A,Oriol Castells,Si,1998-03-27,28,0.05
61051397G,Marta,Sánchez,Espanya,Sevilla,17,3,1999,Dona,1458.45,No,Grup A,Marta Sánchez,Si,1999-03-17,27,0.05
63040392X,Oriol,Martínez,Espanya,Sevilla,22,7,1977,Home,1415.4,Sí,Grup A,Oriol Martínez,Si,1977-07-22,48,0.05
80657664E,Eva,López Castells,Espanya,Sevilla,4,12,2004,,917.7,Sí,Grup A,Eva López Castells,Si,2004-12-04,21,0.05
38279546W,Marc,Castells,Espanya,Sevilla,24,3,1974,Home,1058.4,No,Grup A,Marc Castells,Si,1974-03-24,52,0.05
69734812N,Anna,Sánchez,Espanya,Sevilla,17,7,1971,Dona,805.35,Sí,Grup A,Anna Sánchez,Si,1971-07-17,54,0.05
87213442J,Clara,Ferrer Castells,Espanya,Sevilla,25,7,1998,Dona,1462.65,No,Grup A,Clara Ferrer Castells,Si,1998-07-25,27,0.05
78458482P,Pau,Ferrer,Espanya,Sevilla,6,3,1997,Home,1499.4,No,Grup A,Pau Ferrer,Si,1997-03-06,29,0.05
83600087R,Toni,Romero,Espanya,Sevilla,26,9,1952,,1283.1,Sí,Grup A,Toni Romero,Si,1952-09-26,73,0.05
69520375Z,Núria,García Castells,Espanya,Sevilla,23,12,1986,Dona,1321.95,No,Grup A,Núria García Castells,Si,1986-12-23,39,0.05
59083606S,Toni,López,Espanya,Sevilla,20,10,1950,,1614.9,No,Grup A,Toni López,Si,1950-10-20,75,0.05
52145541P,Joan,García,Espanya,Sevilla,11,4,1959,Home,1019.55,No,Grup A,Joan García,Si,1959-04-11,67,0.05
78247593G,Carla,García,Espanya,València,24,12,1957,Dona,989.1,No,Grup A,Carla García,Si,1957-12-24,68,0.05
47103299Z,Núria,Ferrer Romero,Espanya,València,6,2,2003,,1318.8,No,Grup A,Núria Ferrer Romero,Si,2003-02-06,23,0.05
75145716V,Joan,López,Espanya,València,1,2,1952,Home,1577.1,No,Grup A,Joan López,Si,1952-02-01,74,0.05
83083855T,Oriol,García,Espanya,València,12,6,2002,Home,1352.4,Sí,Grup A,Oriol García,Si,2002-06-12,23,0.05
66876326G,Jordi,Sánchez,Espanya,València,19,6,1984,Home,1305.15,Sí,Grup A,Jordi Sánchez,Si,1984-06-19,41,0.05
92828803F,Eva,Romero,Espanya,València,16,4,1985,Dona,1130.85,Sí,Grup A,Eva Romero,Si,1985-04-16,41,0.05
36035835A,Toni,Romero,Espanya,València,26,11,1991,Home,1445.85,Sí,Grup A,Toni Romero,Si,1991-11-26,34,0.05
78286678X,Marc,García Ferrer,Espanya,València,16,8,1998,Home,1252.65,No,Grup A,Marc García Ferrer,Si,1998-08-16,27,0.05
99620931S,Clara,Sánchez Castells,Espanya,València,19,3,1972,Dona,1213.8,No,Grup A,Clara Sánchez Castells,Si,1972-03-19,54,0.05
77962069Z,Carla,Ferrer López,Espanya,València,2,4,1984,Dona,1569.75,Sí,Grup A,Carla Ferrer López,Si,1984-04-02,42,0.05
37718344N,Marta,García Sánchez,Espanya,València,3,2,1962,Dona,1176.0,Sí,Grup A,Marta García Sánchez,Si,1962-02-03,64,0.05
81401769X,Clara,Ferrer,Espanya,València,14,12,2002,Dona,1027.95,Sí,Grup A,Clara Ferrer,Si,2002-12-14,23,0.05
68625528R,Jordi,López,Espanya,València,1,5,1996,Home,1384.95,Sí,Grup A,Jordi López,Si,1996-05-01,30,0.05
16472230S,Clara,Ferrer García,Espanya,València,26,1,1957,Dona,730.8,Sí,Grup A,Clara Ferrer García,Si,1957-01-26,69,0.05
38355195J,Pau,Ferrer García,Espanya,València,14,9,1984,Home,1332.45,Sí,Grup A,Pau Ferrer García,Si,1984-09-14,41,0.05
71930041T,Oriol,Romero Castells,Espanya,València,25,4,1970,Home,1539.3,No,Grup A,Oriol Romero Castells,Si,1970-04-25,56,0.05
38867232T,Eva,García,Espanya,València,28,9,1950,Dona,793.8,No,Grup A,Eva García,Si,1950-09-28,75,0.05
28269893J,Joan,Martínez Martínez,Espanya,València,1,2,1960,Home,1060.5,No,Grup A,Joan Martínez Martínez,Si,1960-02-01,66,0.05
54523654J,Jordi,Romero Romero,Espanya,València,11,6,1984,Home,1020.6,No,Grup A,Jordi Romero Romero,Si,1984-06-11,41,0.05
14486584J,Marta,Romero Castells,Espanya,València,12,12,1988,Dona,876.75,No,Grup A,Marta Romero Castells,Si,1988-12-12,37,0.05
29043853R,Toni,García Ferrer,Espanya,València,22,9,1988,Home,1068.9,No,Grup A,Toni García Ferrer,Si,1988-09-22,37,0.05
44910416G,Toni,Romero,Espanya,València,17,2,2003,Home,1705.2,Sí,Grup A,Toni Romero,Si,2003-02-17,23,0.05
47195129C,Jordi,López,Espanya,València,24,10,1954,Home,1107.75,No,Grup A,Jordi López,Si,1954-10-24,71,0.05
47905259N,Clara,López García,Espanya,València,13,10,1988,Dona,866.25,Sí,Grup A,Clara López García,Si,1988-10-13,37,0.05
35909931K,Laia,Martínez López,Espanya,València,17,5,1976,Dona,1237.95,Sí,Grup A,Laia Martínez López,Si,1976-05-17,50,0.05
75690264M,Anna,Romero,Espanya,València,17,11,1976,Dona,1350.3,No,Grup A,Anna Romero,Si,1976-11-17,49,0.05
72548015K,Núria,Romero Castells,Espanya,València,10,4,1996,,814.8,No,Grup A,Núria Romero Castells,Si,1996-04-10,30,0.05
15071348H,Núria,Romero,Espanya,València,11,6,1951,Dona,747.6,No,Grup A,Núria Romero,Si,1951-06-11,74,0.05
36334567G,Pau,Martínez López,Espanya,València,19,12,1994,Home,1572.9,No,Grup A,Pau Martínez López,Si,1994-12-19,31,0.05
47691452T,Laia,Romero,Espanya,València,18,7,1950,Dona,1057.35,No,Grup A,Laia Romero,Si,1950-07-18,75,0.05
48127366Y,Pau,Sánchez,Espanya,València,26,5,1954,Home,1481.55,No,Grup A,Pau Sánchez,Si,1954-05-26,72,0.05
32219930D,Eva,García Ferrer,Espanya,València,22,2,1991,Dona,698.25,Sí,Grup A,Eva García Ferrer,Si,1991-02-22,35,0.05
99688433B,Toni,Castells,Espanya,València,1,5,1960,Home,1715.7,Sí,Grup A,Toni Castells,Si,1960-05-01,66,0.05
90389717L,Clara,Martínez Romero,Espanya,València,9,7,1973,Dona,1118.25,Sí,Grup A,Clara Martínez Romero,Si,1973-07-09,52,0.05
70806232V,Arnau,Romero,Espanya,València,24,6,1976,Home,810.6,No,Grup A,Arnau Romero,Si,1976-06-24,49,0.05
52759329M,Jordi,Martínez Ferrer,Espanya,València,18,2,1972,Altres,816.9,No,Grup A,Jordi Martínez Ferrer,Si,1972-02-18,54,0.05
51635247N,Clara,Sánchez Castells,Espanya,València,6,10,1973,Dona,1225.35,No,Grup A,Clara Sánchez Castells,Si,1973-10-06,52,0.05
42128077K,Núria,Castells,Espanya,València,16,2,2001,Dona,936.6,No,Grup A,Núria Castells,Si,2001-02-16,25,0.05
53983933P,Marta,Martínez Ferrer,Espanya,València,2,11,2001,Dona,846.3,No,Grup A,Marta Martínez Ferrer,Si,2001-11-02,24,0.05
90464341H,Jordi,Ferrer Martínez,Espanya,València,12,11,1981,Home,1747.2,No,Grup A,Jordi Ferrer Martínez,Si,1981-11-12,44,0.05
95204020C,Oriol,Castells Ferrer,Espanya,València,14,10,1959,Home,1654.8,Sí,Grup A,Oriol Castells Ferrer,Si,1959-10-14,66,0.05
22553315Z,Carla,López,Espanya,València,27,6,1972,Dona,957.6,No,Grup A,Carla López,Si,1972-06-27,53,0.05
93864786W,Marc,Romero,Espanya,València,8,6,1957,Home,832.65,Sí,Grup A,Marc Romero,Si,1957-06-08,68,0.05
39256461F,Oriol,Martínez,Espanya,València,17,7,1951,Home,1672.65,No,Grup A,Oriol Martínez,Si,1951-07-17,74,0.05
61643122A,Marta,Sánchez,Espanya,València,28,10,1980,Dona,1424.85,Sí,Grup A,Marta Sánchez,Si,1980-10-28,45,0.05
80132051V,Carla,López,Espanya,València,4,6,1994,Dona,1043.7,Sí,Grup A,Carla López,Si,1994-06-04,31,0.05
99934405Q,Oriol,Martínez Sánchez,Espanya,València,3,9,1969,Home,1274.7,Sí,Grup A,Oriol Martínez Sánchez,Si,1969-09-03,56,0.05
10570045V,Carla,Castells López,Espanya,València,17,10,1966,Dona,1085.7,No,Grup A,Carla Castells López,Si,1966-10-17,59,0.05
87956285P,Clara,García López,Espanya,València,21,1,1983,Dona,1156.05,Sí,Grup A,Clara García López,Si,1983-01-21,43,0.05
70773495X,Eva,Martínez,Espanya,València,4,12,1970,Dona,1299.9,No,Grup A,Eva Martínez,Si,1970-12-04,55,0.05
83094572C,Carla,Sánchez,Espanya,València,10,6,1981,Dona,754.95,Sí,Grup A,Carla Sánchez,Si,1981-06-10,44,0.05
31281157W,Joan,García,Espanya,València,1,4,1977,Home,1670.55,Sí,Grup A,Joan García,Si,1977-04-01,49,0.05
23188733V,Núria,García,Espanya,València,11,4,1993,Dona,838.95,No,Grup A,Núria García,Si,1993-04-11,33,0.05
