id,user_id,iban,pan,pin,cvv,track1,track2,expiring_date,card_type,card_renewal_flag
CcS-5075,494,FR391796626740031623817023,1285155287632564,8979,157,%B1285155287632564^WRKNWNWRKNWN^2301000000000000000?,%B1285155287632564=3002101589834434?,10/26/28,credit,0
CcS-5076,495,IT187145728473874204439972,1428619082945606,8005,731,%B1428619082945606^QVEVGEQVEVGE^2706000000000000000?,%B1428619082945606=2303101129640878?,07/29/28,credit,0
CcS-5077,496,PL933589111452215089315422,9652674223541184,1253,446,%B9652674223541184^XWSNPKXWSNPK^2702000000000000000?,%B9652674223541184=3202101738103097?,05/26/28,credit,0
CcS-5078,497,PL610402778035646979530499,7686423889303336,7654,173,%B7686423889303336^TGEVFWTGEVFW^3306000000000000000?,%B7686423889303336=3201101377106110?,05/29/28,debit,0
CcS-5079,498,FR768229618758236000752965,0727824365870266,3631,231,%B0727824365870266^JOWMAAJOWMAA^3411000000000000000?,%B0727824365870266=2206101676784342?,07/26/28,credit,0
CcS-5080,499,SE613084186726059595252986,3435452326813413,9558,776,%B3435452326813413^DEGQTTDEGQTT^2311000000000000000?,%B3435452326813413=3301101853412827?,09/28/28,credit,0
CcS-5081,500,FR518275342182549747495419,0394048024762531,8057,168,%B0394048024762531^WJSTXJWJSTXJ^3404000000000000000?,%B0394048024762531=3308101789615896?,08/25/28,debit,1
CcS-5082,501,CA796226931885124489219768,4043637784431985,4970,391,%B4043637784431985^FWUARHFWUARH^2201000000000000000?,%B4043637784431985=2406101745801698?,07/27/28,debit,0
CcS-5083,502,IT589700211130984484700372,7006706892112583,7130,767,%B7006706892112583^YSDCHQYSDCHQ^2608000000000000000?,%B7006706892112583=3405101848600091?,02/28/28,credit,0
CcS-5084,503,ES588888131628678768033479,4660223298387179,2587,961,%B4660223298387179^DZMJCLDZMJCL^2712000000000000000?,%B4660223298387179=2206101256182596?,08/29/28,credit,0
CcS-5085,504,DE379716410195724173952772,9046633873713489,3596,915,%B9046633873713489^AEIAFKAEIAFK^2309000000000000000?,%B9046633873713489=2405101459142645?,06/29/28,debit,0
CcS-5086,505,ES774986925915426358539183,0832399041222031,7962,423,%B0832399041222031^ZVKUQIZVKUQI^2805000000000000000?,%B0832399041222031=2211101872031966?,07/26/28,prepaid,0
CcS-5087,506,FR934595286236753197087293,4100312059210415,8260,458,%B4100312059210415^HHQEIBHHQEIB^2810000000000000000?,%B4100312059210415=2409101275349326?,04/29/28,credit,0
CcS-5088,507,PT419420160196067136054570,4009780079773611,1603,368,%B4009780079773611^ZOTHPZZOTHPZ^2805000000000000000?,%B4009780079773611=3401101798996103?,01/28/28,debit,0
CcS-5089,508,SE548739861002913744544659,3719948569393901,7543,402,%B3719948569393901^SXPAGCSXPAGC^3411000000000000000?,%B3719948569393901=2709101305995098?,01/29/28,debit,0
CcS-5090,509,US503158997310692544183901,2277034816660850,9686,768,%B2277034816660850^ROGEIMROGEIM^3109000000000000000?,%B2277034816660850=2403101764651154?,03/29/28,credit,0
CcS-5091,510,ES949163913432507479334454,1747875061695278,6548,135,%B1747875061695278^ZQHWFUZQHWFU^2502000000000000000?,%B1747875061695278=3203101726933517?,10/26/28,credit,0
CcS-5092,511,IT535133454573282794829976,3504012311952025,1650,774,%B3504012311952025^HVKVFIHVKVFI^2204000000000000000?,%B3504012311952025=2510101324597638?,11/26/28,credit,0
CcS-5093,512,FR909872554286354010884793,6608121903798403,8499,727,%B6608121903798403^OPNNUYOPNNUY^3410000000000000000?,%B6608121903798403=3311101866776536?,03/26/28,credit,0
CcS-5094,513,US473611582698831054568995,3030606211970904,3326,662,%B3030606211970904^BUHGPABUHGPA^2705000000000000000?,%B3030606211970904=2512101512735995?,08/27/28,credit,0
CcS-5095,514,PL402780567976789628075285,9293832526647654,2696,702,%B9293832526647654^YEDIABYEDIAB^3106000000000000000?,%B9293832526647654=3205101931582240?,01/27/28,credit,0
CcS-5096,515,DE531002276970379167868100,7111123670765748,7444,431,%B7111123670765748^OKAFQQOKAFQQ^2911000000000000000?,%B7111123670765748=3010101702826417?,01/26/28,premium_credit,0
CcS-5097,516,PL236720215684305730494159,1714473237968498,6119,447,%B1714473237968498^PPXTRDPPXTRD^3203000000000000000?,%B1714473237968498=2311101350810099?,05/25/28,debit,1
CcS-5098,517,CA889291388200339545966998,2799134825318121,4641,122,%B2799134825318121^ILJCQQILJCQQ^3104000000000000000?,%B2799134825318121=2302101208612279?,04/26/28,credit,0
CcS-5099,518,PT241783441483926795545819,8732679835105525,2358,149,%B8732679835105525^TQBPECTQBPEC^2811000000000000000?,%B8732679835105525=3101101447595366?,09/27/28,credit,0
CcS-5100,519,US853150795859647798508286,1281806111077787,7571,715,%B1281806111077787^LYSKZXLYSKZX^3306000000000000000?,%B1281806111077787=3205101690641030?,03/29/28,debit,0
CcS-5101,520,CA418666139713972517702166,5563253604841778,7081,859,%B5563253604841778^HQCQLUHQCQLU^3202000000000000000?,%B5563253604841778=3008101934505962?,10/28/28,credit,0
CcS-5102,521,PL127284180750326659976360,4756542059722663,6739,494,%B4756542059722663^EIEQZSEIEQZS^2506000000000000000?,%B4756542059722663=2503101912023145?,03/29/28,prepaid,0
CcS-5103,522,GB176848701546837321772054,0935313075425438,6325,996,%B0935313075425438^ZWENJYZWENJY^3311000000000000000?,%B0935313075425438=3101101623198037?,08/25/28,credit,1
CcS-5104,523,NL303991747459429723516494,6943851386232301,1848,485,%B6943851386232301^OKTZQNOKTZQN^2406000000000000000?,%B6943851386232301=2307101714892388?,01/25/28,prepaid,1
CcS-5105,524,PT341982649943956674638424,7850485094000600,2422,424,%B7850485094000600^MZLGPGMZLGPG^2808000000000000000?,%B7850485094000600=2502101815044003?,08/25/28,debit,1
CcS-5106,525,PL987045915832818919261085,0042518909356285,4669,698,%B0042518909356285^RHKSPQRHKSPQ^2606000000000000000?,%B0042518909356285=3208101797738092?,01/25/28,debit,1
CcS-5107,526,GB232292152449220520980441,3314937963979850,4227,463,%B3314937963979850^KEGYQOKEGYQO^2409000000000000000?,%B3314937963979850=2201101219033971?,10/27/28,debit,0
CcS-5108,527,NL230568792805919887651396,9382506621578738,7209,124,%B9382506621578738^XFRWJKXFRWJK^2411000000000000000?,%B9382506621578738=2411101383887710?,09/29/28,debit,0
CcS-5109,528,GB258459577576049994986691,3103651357858322,6834,876,%B3103651357858322^TLVLJOTLVLJO^2311000000000000000?,%B3103651357858322=2506101970473965?,02/28/28,prepaid,0
CcS-5110,529,CA472858869714205818784199,6909481545247319,5187,146,%B6909481545247319^ZYITXKZYITXK^3004000000000000000?,%B6909481545247319=2701101331124387?,02/29/28,prepaid,0
CcS-5111,530,ES745570307172750665040057,2359739503705163,7826,488,%B2359739503705163^SUCAERSUCAER^2307000000000000000?,%B2359739503705163=3102101554954217?,05/26/28,credit,0
CcS-5112,531,CA634734942541933668915181,1007574267950380,1617,325,%B1007574267950380^HDJNVNHDJNVN^2706000000000000000?,%B1007574267950380=3005101474143331?,02/25/28,credit,1
CcS-5113,532,FR502430494661304439659213,9880010605304564,6829,701,%B9880010605304564^MFRTZHMFRTZH^3007000000000000000?,%B9880010605304564=2902101217913283?,03/25/28,credit,1
CcS-5114,533,PT680286203864506464424771,1392901919012784,1942,226,%B1392901919012784^TPJBTOTPJBTO^3008000000000000000?,%B1392901919012784=3001101821440809?,05/25/28,credit,1
CcS-5115,534,CA976273997145008430234949,7977907121759814,8886,425,%B7977907121759814^ZUQSCAZUQSCA^3007000000000000000?,%B7977907121759814=3303101453914428?,04/28/28,credit,0
CcS-5116,535,GB562659995986600889278025,9663088539305152,7524,149,%B9663088539305152^EBMKTBEBMKTB^2806000000000000000?,%B9663088539305152=3107101453455349?,09/25/28,debit,1
CcS-5117,536,ES177860108397444425073511,2672662315076122,2512,704,%B2672662315076122^ZQGUYKZQGUYK^2212000000000000000?,%B2672662315076122=3102101594396417?,05/29/28,debit,0
CcS-5118,537,PT887990803808745439397782,4440506930348139,4277,913,%B4440506930348139^XBBELAXBBELA^2612000000000000000?,%B4440506930348139=3304101902056049?,04/29/28,debit,0
CcS-5119,538,GB212118341862565995774348,0906242873883789,3220,231,%B0906242873883789^HHVOLQHHVOLQ^3011000000000000000?,%B0906242873883789=3010101714647580?,06/26/28,credit,0
CcS-5120,539,IT382204578606983680983721,9597258583235245,8996,965,%B9597258583235245^TQJMSZTQJMSZ^2606000000000000000?,%B9597258583235245=2301101277898599?,02/29/28,debit,0
CcS-5121,540,US157275989571099139868887,9487028711862802,3888,272,%B9487028711862802^NCLRCXNCLRCX^3303000000000000000?,%B9487028711862802=2411101575667817?,02/25/28,debit,1
CcS-5122,541,SE489610472649755663999757,3460039207104319,7891,856,%B3460039207104319^JEEXMTJEEXMT^3402000000000000000?,%B3460039207104319=3406101812398438?,01/27/28,credit,0
CcS-5123,542,PL466814885689795566183989,4079241987195314,5279,525,%B4079241987195314^BYJUDLBYJUDL^2204000000000000000?,%B4079241987195314=3303101805882457?,02/29/28,credit,0
CcS-5124,543,DE493305399483084962398904,3137309023865840,8478,911,%B3137309023865840^GNREWCGNREWC^3011000000000000000?,%B3137309023865840=2403101431323503?,10/26/28,debit,0
CcS-5125,544,IT893605823744051054489920,0113319773652442,3990,678,%B0113319773652442^PFYUDDPFYUDD^3008000000000000000?,%B0113319773652442=2712101101042870?,07/25/28,debit,1
CcS-5126,545,FR597447712990236840191896,7966130392680535,6715,344,%B7966130392680535^PJXMATPJXMAT^2605000000000000000?,%B7966130392680535=3007101348948821?,07/29/28,credit,0
CcS-5127,546,DE374082152497914709934921,4413957489958052,7864,933,%B4413957489958052^GKVDLBGKVDLB^2907000000000000000?,%B4413957489958052=2406101997405160?,11/29/28,debit,0
CcS-5128,547,US824616566865976536773982,6607029756165351,9246,881,%B6607029756165351^YRDHWIYRDHWI^2504000000000000000?,%B6607029756165351=2909101472468440?,11/26/28,credit,0
CcS-5129,548,ES236342176670794781258997,2202330825257734,9368,579,%B2202330825257734^ITDCBNITDCBN^2609000000000000000?,%B2202330825257734=3108101201348551?,08/27/28,debit,0
CcS-5130,549,CA594236623215634786902420,1096909020685384,3470,265,%B1096909020685384^TORGGDTORGGD^3401000000000000000?,%B1096909020685384=2905101218205959?,05/27/28,debit,0
CcS-5131,550,ES789232378688667927051629,5064604826982040,6316,861,%B5064604826982040^MIJHWJMIJHWJ^2310000000000000000?,%B5064604826982040=2812101373927989?,03/25/28,premium_credit,1
CcS-5132,551,SE610488683236714482594113,8125799713627212,4417,391,%B8125799713627212^PFQPQMPFQPQM^3106000000000000000?,%B8125799713627212=2504101710894689?,04/29/28,debit,0
CcS-5133,552,PL550581499337568212789476,5965718793635129,1287,195,%B5965718793635129^HYLEVGHYLEVG^3302000000000000000?,%B5965718793635129=2203101124576824?,11/28/28,debit,0
CcS-5134,553,US368392876018408074501614,5031598249081197,8523,518,%B5031598249081197^XXZRWXXXZRWX^2407000000000000000?,%B5031598249081197=2305101251677748?,03/28/28,prepaid,0
CcS-5135,554,FR412569972393163375583808,0348548461345777,9622,976,%B0348548461345777^BZPFDTBZPFDT^3001000000000000000?,%B0348548461345777=2309101449356304?,05/29/28,debit,0
CcS-5136,555,FR616568938298049400286583,5609986239710821,1422,912,%B5609986239710821^AEWKCBAEWKCB^3408000000000000000?,%B5609986239710821=2606101800168269?,08/29/28,prepaid,0
CcS-5137,556,PT334966536186191568379153,9958212505613410,5615,182,%B9958212505613410^TUVTXETUVTXE^2505000000000000000?,%B9958212505613410=3306101176391151?,08/29/28,debit,0
CcS-5138,557,NL336674203215696719559018,0513346976495446,7454,562,%B0513346976495446^JQWHXSJQWHXS^3106000000000000000?,%B0513346976495446=2407101737752335?,10/25/28,credit,1
CcS-5139,558,GB263514146682387678348635,8135403727073669,3405,759,%B8135403727073669^WIKFODWIKFOD^2310000000000000000?,%B8135403727073669=3310101790873603?,01/26/28,credit,0
CcS-5140,559,GB737013014755312554550547,4873337105939876,9220,290,%B4873337105939876^XUSPMWXUSPMW^3208000000000000000?,%B4873337105939876=3209101417679418?,05/26/28,credit,0
CcS-5141,560,IT385932906438697399730702,9132823482726514,1165,171,%B9132823482726514^RKVPAURKVPAU^3110000000000000000?,%B9132823482726514=3002101717925067?,07/29/28,debit,0
CcS-5142,561,SE302447859212868579826816,3041200634341529,3409,306,%B3041200634341529^IYZLUBIYZLUB^2711000000000000000?,%B3041200634341529=3009101444754879?,11/26/28,debit,0
CcS-5143,562,PL303097572770360225462027,8581989864784026,9441,847,%B8581989864784026^AYVSZXAYVSZX^2207000000000000000?,%B8581989864784026=3001101311938260?,10/27/28,debit,0
CcS-5144,563,PL697524058675456874670761,7726725885746592,7327,183,%B7726725885746592^TJRDHNTJRDHN^2904000000000000000?,%B7726725885746592=2402101684893711?,03/27/28,debit,0
CcS-5145,564,FR442076301832736445315423,6278576141794380,5136,806,%B6278576141794380^PXHISJPXHISJ^3112000000000000000?,%B6278576141794380=2609101856700102?,07/29/28,prepaid,0
CcS-5146,565,IT721391979463959350551998,7788354349330279,4013,901,%B7788354349330279^SXZJJLSXZJJL^2404000000000000000?,%B7788354349330279=3101101555553138?,06/25/28,debit,1
CcS-5147,566,PT906111982300317322555577,3154848331753929,2094,688,%B3154848331753929^IGITKAIGITKA^2701000000000000000?,%B3154848331753929=2212101481579373?,09/25/28,premium_credit,1
CcS-5148,567,DE234292579184405466349710,1500511638472907,7868,417,%B1500511638472907^QVANRGQVANRG^2206000000000000000?,%B1500511638472907=2306101405269490?,01/29/28,prepaid,0
CcS-5149,568,IT103926739517585514803992,1246732065801809,9483,226,%B1246732065801809^PEYLMLPEYLML^2710000000000000000?,%B1246732065801809=2210101119598701?,01/26/28,debit,0
CcS-5150,569,FR740141382138343731318783,4167434711204488,6206,951,%B4167434711204488^GZVHTYGZVHTY^3202000000000000000?,%B4167434711204488=2503101581698382?,02/27/28,credit,0
CcS-5151,570,IT570787483802390533048573,4197585079706886,7933,677,%B4197585079706886^IXVTIDIXVTID^2305000000000000000?,%B4197585079706886=3306101522571136?,07/28/28,debit,0
CcS-5152,571,DE736715627009256154509676,8162504120470564,7325,932,%B8162504120470564^TESRPXTESRPX^3102000000000000000?,%B8162504120470564=2205101722929512?,10/27/28,debit,0
CcS-5153,572,IT370982154337920472103179,1438945294000586,7827,857,%B1438945294000586^SWRIMTSWRIMT^3004000000000000000?,%B1438945294000586=3001101704045648?,01/25/28,debit,1
CcS-5154,573,FR959015961798785656238216,9026614882949529,8022,818,%B9026614882949529^QMPAOOQMPAOO^3210000000000000000?,%B9026614882949529=3202101200790449?,01/27/28,debit,0
CcS-5155,574,IT566500851017466131640153,6441443421016763,1353,430,%B6441443421016763^CHVHIYCHVHIY^2508000000000000000?,%B6441443421016763=3105101787350481?,07/29/28,debit,0
CcS-5156,575,FR421570405658272640387218,0256311617341795,8270,951,%B0256311617341795^HTDPNDHTDPND^3107000000000000000?,%B0256311617341795=2408101925307127?,03/28/28,credit,0
CcS-5157,576,NL856141464149541551360056,3814161046343718,2672,234,%B3814161046343718^BYSPNLBYSPNL^2304000000000000000?,%B3814161046343718=2804101339449130?,08/27/28,debit,0
CcS-5158,577,FR489732630747747623635112,4037870631830026,8227,110,%B4037870631830026^IQNKPYIQNKPY^3112000000000000000?,%B4037870631830026=3307101602561727?,03/27/28,debit,0
CcS-5159,578,CA752395057755216795430893,6903822004410533,8790,465,%B6903822004410533^CYTOKOCYTOKO^2811000000000000000?,%B6903822004410533=2905101484725402?,06/25/28,debit,1
CcS-5160,579,PL704162734248169723919828,6669635518376418,5946,343,%B6669635518376418^RDBRUDRDBRUD^2208000000000000000?,%B6669635518376418=2711101204217591?,10/28/28,credit,0
CcS-5161,580,FR832625742579248992176832,8546390001602847,4579,312,%B8546390001602847^TKFLFCTKFLFC^3004000000000000000?,%B8546390001602847=2212101106851060?,01/25/28,credit,1
CcS-5162,581,ES350420244970642327321265,3223094939230972,4890,136,%B3223094939230972^TAYRBLTAYRBL^3107000000000000000?,%B3223094939230972=2802101501027539?,10/28/28,prepaid,0
CcS-5163,582,PT514702110442859595199752,8905545487568087,6876,833,%B8905545487568087^KGEREAKGEREA^2611000000000000000?,%B8905545487568087=2802101906323377?,11/27/28,prepaid,0
CcS-5164,583,GB516254572170190471336082,1104930943763770,5052,179,%B1104930943763770^LVWIVVLVWIVV^3302000000000000000?,%B1104930943763770=2701101435389941?,06/27/28,credit,0
CcS-5165,584,US333880698407456966062494,0295352353138856,8504,475,%B0295352353138856^MLFIUEMLFIUE^2301000000000000000?,%B0295352353138856=2303101210028612?,03/26/28,debit,0
CcS-5166,585,NL515664433498578364362068,9053772522701730,2152,557,%B9053772522701730^TKLYIYTKLYIY^3203000000000000000?,%B9053772522701730=3005101495198840?,08/25/28,credit,1
CcS-5167,586,IT652992352816512593002730,4169871503660555,5408,791,%B4169871503660555^JGYCTSJGYCTS^2807000000000000000?,%B4169871503660555=2206101786580800?,09/29/28,debit,0
CcS-5168,587,FR550995099213143561178468,1563389891704567,1282,295,%B1563389891704567^YVZJWHYVZJWH^3308000000000000000?,%B1563389891704567=3011101263803835?,07/26/28,debit,0
CcS-5169,588,ES829988969241929602432553,1325803863462730,1012,637,%B1325803863462730^ACFUSKACFUSK^3411000000000000000?,%B1325803863462730=2602101909364842?,01/26/28,credit,0
CcS-5170,589,DE188991531425733456568390,5541409161735422,7424,605,%B5541409161735422^BTURGIBTURGI^2708000000000000000?,%B5541409161735422=3405101186453758?,02/25/28,debit,1
CcS-5171,590,CA789761086903444243464772,9888876378768573,4549,162,%B9888876378768573^HJYOWZHJYOWZ^3107000000000000000?,%B9888876378768573=2205101271816262?,10/28/28,debit,0
CcS-5172,591,SE274734625833552027756182,3037362069547754,8919,985,%B3037362069547754^ANCRLXANCRLX^3401000000000000000?,%B3037362069547754=3101101257735813?,09/28/28,credit,0
CcS-5173,592,GB574049354847122256662052,6783597942578722,9033,825,%B6783597942578722^OOEWNAOOEWNA^2412000000000000000?,%B6783597942578722=3309101811927006?,09/28/28,credit,0
CcS-5174,593,ES612283429030663496533191,5668718833489465,7209,468,%B5668718833489465^IUFSTTIUFSTT^3302000000000000000?,%B5668718833489465=2302101169635197?,09/25/28,debit,1
CcS-5175,594,GB262134005430632619037580,5044164392961984,8283,168,%B5044164392961984^NXGYSVNXGYSV^2702000000000000000?,%B5044164392961984=3112101949692021?,06/25/28,debit,1
CcS-5176,595,PL125725273189752133089765,9678929883200451,4151,642,%B9678929883200451^JIWIAAJIWIAA^2208000000000000000?,%B9678929883200451=2311101414562310?,10/25/28,credit,1
CcS-5177,596,DE421619053708517444669691,2426069126421989,8149,588,%B2426069126421989^UXNJLRUXNJLR^2804000000000000000?,%B2426069126421989=2907101182651282?,08/29/28,debit,0
CcS-5178,597,US451639988228970567103012,0908686888385540,8693,176,%B0908686888385540^EHMPDEEHMPDE^2608000000000000000?,%B0908686888385540=2702101543160914?,08/26/28,debit,0
CcS-5179,598,GB825783044854994704066976,2827498819901397,5498,834,%B2827498819901397^FIVNCRFIVNCR^3203000000000000000?,%B2827498819901397=3003101618638594?,06/28/28,credit,0
CcS-5180,599,US957293305180095029184517,0122444356342648,3600,875,%B0122444356342648^CNTZKFCNTZKF^3401000000000000000?,%B0122444356342648=2205101773255760?,10/27/28,credit,0
CcS-5181,600,DE337706171316484712569726,5418008051951834,7412,817,%B5418008051951834^JNLQHOJNLQHO^2404000000000000000?,%B5418008051951834=3409101776982413?,02/26/28,debit,0
CcS-5182,601,ES885358214624361612465650,6827450736868769,3378,603,%B6827450736868769^HJJYYCHJJYYC^2203000000000000000?,%B6827450736868769=3202101290275188?,05/26/28,debit,0
CcS-5183,602,PL720634073203278480665382,6113102525859127,6296,602,%B6113102525859127^SRAWWSSRAWWS^3406000000000000000?,%B6113102525859127=2712101225538576?,05/28/28,debit,0
CcS-5184,603,IT441215644657811063856673,4323224080756705,1094,761,%B4323224080756705^URQSNKURQSNK^2209000000000000000?,%B4323224080756705=3202101923153104?,10/26/28,credit,0
CcS-5185,604,US287271446482802359767555,2545968913212246,5124,734,%B2545968913212246^CUATXJCUATXJ^2209000000000000000?,%B2545968913212246=3101101992876842?,08/25/28,debit,1
CcS-5186,605,CA533562350609898831634095,2025723457149010,5159,306,%B2025723457149010^RCJXHYRCJXHY^2604000000000000000?,%B2025723457149010=2305101354077095?,03/28/28,credit,0
CcS-5187,606,IT192919601234392069511277,7778771758783852,7038,945,%B7778771758783852^KKXJOXKKXJOX^2306000000000000000?,%B7778771758783852=3004101770592583?,04/26/28,credit,0
CcS-5188,607,PL569976105702098678291543,6144135579824597,1201,369,%B6144135579824597^SHTYSFSHTYSF^2801000000000000000?,%B6144135579824597=3206101581126488?,08/29/28,debit,0
CcS-5189,608,IT722187352721628271802164,1507807030518622,8985,876,%B1507807030518622^SRJBDTSRJBDT^3407000000000000000?,%B1507807030518622=3108101803452725?,08/27/28,debit,0
CcS-5190,609,CA387641969337581457366302,2926815411138756,5841,333,%B2926815411138756^OIXZAWOIXZAW^2305000000000000000?,%B2926815411138756=3001101832877748?,12/29/28,credit,0
CcS-5191,610,SE462404135895917489830887,0027956472883080,1308,645,%B0027956472883080^SWDIXXSWDIXX^2909000000000000000?,%B0027956472883080=3005101991602002?,02/26/28,credit,0
CcS-5192,611,GB325084674256383918339012,9314231004882918,1224,654,%B9314231004882918^UXXJYVUXXJYV^2704000000000000000?,%B9314231004882918=3310101437150639?,09/28/28,credit,0
CcS-5193,612,SE214316567894432646188849,4517030530830562,5239,329,%B4517030530830562^FHCBLVFHCBLV^3203000000000000000?,%B4517030530830562=3009101310417391?,08/29/28,prepaid,0
CcS-5194,613,GB691944570983740874378636,1843058518587272,6984,864,%B1843058518587272^OKXYTFOKXYTF^2204000000000000000?,%B1843058518587272=3402101403335102?,05/27/28,credit,0
CcS-5195,614,FR112047576173474456865939,2868567936020770,7564,749,%B2868567936020770^JCTDZJJCTDZJ^2810000000000000000?,%B2868567936020770=2211101410738794?,08/27/28,prepaid,0
CcS-5196,615,PT968944220421895268801702,7606080158052550,3090,815,%B7606080158052550^QUSKLKQUSKLK^2304000000000000000?,%B7606080158052550=2803101413607391?,12/26/28,debit,0
CcS-5197,616,GB941289602861583912636477,0950555539454318,6881,539,%B0950555539454318^SMAAAOSMAAAO^2501000000000000000?,%B0950555539454318=2310101349863756?,01/25/28,debit,1
CcS-5198,617,PL945784607205720247883742,5145285747428700,5074,155,%B5145285747428700^TMGGFITMGGFI^3111000000000000000?,%B5145285747428700=2510101125314266?,02/26/28,debit,0
CcS-5199,618,NL435054865694084354013746,1780873727807218,4841,962,%B1780873727807218^PHLSIYPHLSIY^2904000000000000000?,%B1780873727807218=3008101532928068?,10/27/28,premium_credit,0
CcS-5200,619,PL303853729163398106721311,0281237764677125,4872,560,%B0281237764677125^BVQVKDBVQVKD^3205000000000000000?,%B0281237764677125=2704101921133344?,12/26/28,debit,0
CcS-5201,620,CA757810254771830154685516,1281444727110581,8837,634,%B1281444727110581^JYIHNXJYIHNX^2911000000000000000?,%B1281444727110581=2905101504103492?,06/27/28,debit,0
CcS-5202,621,CA227087843083331317691110,5929530491303920,2261,450,%B5929530491303920^RYQVNPRYQVNP^2511000000000000000?,%B5929530491303920=2802101461933756?,06/29/28,credit,0
CcS-5203,622,DE830055328502021426761996,4946670848213436,6839,990,%B4946670848213436^WKUZBTWKUZBT^2501000000000000000?,%B4946670848213436=3404101514648537?,08/26/28,debit,0
CcS-5204,623,PL290190811561324814753972,3064610245704562,9785,966,%B3064610245704562^FOYPSXFOYPSX^2406000000000000000?,%B3064610245704562=2308101393594713?,10/29/28,debit,0
CcS-5205,624,FR874518768448480997274183,5252271981771727,5212,119,%B5252271981771727^HBJLOQHBJLOQ^3005000000000000000?,%B5252271981771727=3409101509238959?,01/25/28,prepaid,1
CcS-5206,625,IT567656390479541949212313,8900971120177266,5593,735,%B8900971120177266^PFQCHVPFQCHV^3002000000000000000?,%B8900971120177266=2712101880412468?,12/26/28,credit,0
CcS-5207,626,IT464662866192253305777495,3820629045125811,5414,875,%B3820629045125811^YTJEMEYTJEME^3305000000000000000?,%B3820629045125811=2702101416042330?,05/27/28,credit,0
CcS-5208,627,PL273335548795849353764956,8441645077773161,6980,691,%B8441645077773161^QWXATEQWXATE^3112000000000000000?,%B8441645077773161=2303101960361390?,03/25/28,debit,1
CcS-5209,628,IT357421120069756008465303,0677619891367273,3087,342,%B0677619891367273^CRUBSXCRUBSX^3312000000000000000?,%B0677619891367273=2811101985454517?,12/29/28,credit,0
CcS-5210,629,PT420171982252873573467673,7314801522820588,8357,665,%B7314801522820588^QGEBJYQGEBJY^3310000000000000000?,%B7314801522820588=2302101292027891?,05/27/28,debit,0
CcS-5211,630,PL293108185515269384920039,7781364060475069,7130,679,%B7781364060475069^IJYYGJIJYYGJ^2505000000000000000?,%B7781364060475069=2702101486664058?,06/29/28,debit,0
CcS-5212,631,ES793569730403660814501655,7128638450318410,3208,555,%B7128638450318410^NZPXCWNZPXCW^2910000000000000000?,%B7128638450318410=3207101917723247?,08/25/28,debit,1
CcS-5213,632,PL826988114962232276691852,7734176088544376,8143,413,%B7734176088544376^WMXQMQWMXQMQ^2303000000000000000?,%B7734176088544376=3407101435422867?,02/26/28,credit,0
CcS-5214,633,US449577563037716017932153,1209774604469595,6914,791,%B1209774604469595^SYCKDQSYCKDQ^2408000000000000000?,%B1209774604469595=3002101974423772?,12/28/28,prepaid,0
CcS-5215,634,CA922788409408976113887468,5115976853057546,6409,114,%B5115976853057546^BNCZJLBNCZJL^3104000000000000000?,%B5115976853057546=3301101403725388?,11/29/28,debit,0
CcS-5216,635,ES608654624146968274600349,8570334832228591,8085,660,%B8570334832228591^RFMUDGRFMUDG^2412000000000000000?,%B8570334832228591=2302101229273414?,10/28/28,debit,0
CcS-5217,636,FR694026246123488383190637,5593870891254117,7214,643,%B5593870891254117^PEHTHVPEHTHV^2410000000000000000?,%B5593870891254117=2704101883480805?,10/26/28,credit,0
CcS-5218,637,FR838343414978665199845045,8200752765079633,4365,347,%B8200752765079633^JHFKMGJHFKMG^3204000000000000000?,%B8200752765079633=2706101782900210?,05/27/28,credit,0
CcS-5219,638,ES591634243951290681624573,9255290767476458,2279,608,%B9255290767476458^RMNFPKRMNFPK^3401000000000000000?,%B9255290767476458=3302101394551173?,05/25/28,credit,1
CcS-5220,639,IT296544058790525857556937,2535305822323620,5400,282,%B2535305822323620^BXXKIQBXXKIQ^2311000000000000000?,%B2535305822323620=2802101187183891?,07/25/28,debit,1
CcS-5221,640,PL840898671996025448521893,7952349092775995,5350,945,%B7952349092775995^YJEZSSYJEZSS^2707000000000000000?,%B7952349092775995=3312101245702940?,08/26/28,debit,0
CcS-5222,641,PT544611371960895095444368,7086691610837934,3740,258,%B7086691610837934^TABMEPTABMEP^2501000000000000000?,%B7086691610837934=2305101333984408?,04/27/28,credit,0
CcS-5223,642,NL541163303513681757106881,3851408407623573,1057,252,%B3851408407623573^FTQCBWFTQCBW^3211000000000000000?,%B3851408407623573=3309101473099514?,07/28/28,debit,0
CcS-5224,643,PT506131065132223006428492,4967942663398012,4237,926,%B4967942663398012^CQPRZLCQPRZL^2808000000000000000?,%B4967942663398012=3403101126235708?,10/29/28,credit,0
CcS-5225,644,US608451720623408610122748,0932712023378566,6498,322,%B0932712023378566^EZNEGPEZNEGP^2211000000000000000?,%B0932712023378566=2311101358825288?,02/26/28,debit,0
CcS-5226,645,PT523703680713371628474089,9573229418039576,3446,731,%B9573229418039576^CIHZWICIHZWI^3305000000000000000?,%B9573229418039576=2811101738760379?,10/29/28,debit,0
CcS-5227,646,US293649813540882339751302,7973004258999863,8625,237,%B7973004258999863^JOGUBBJOGUBB^3007000000000000000?,%B7973004258999863=3005101598287921?,01/26/28,debit,0
