id,name,surname,phone,email,birth_date,country,city,postal_code,address,signup_date,user_segment,income_band
216,Tana,Stout,035-569-5523,et.magnis.dis@aol.net,"Jun 28, 1983",Canada,Winnipeg,R2C 0A1,7884 Vulputate Rd.,2014-01-16,occasional,medium
217,Avye,Key,016-727-3427,non.dui@yahoo.net,"Mar 16, 1987",Canada,Winnipeg,R2C 0A1,P.O. Box 712,2013-02-02,family,medium
218,Sonia,Dejesus,091-540-1865,ipsum.porta@google.edu,"Jun 13, 1997",Canada,Calgary,T1Y 0A1,231-8704 Tempor Ave,2014-04-04,family,medium
219,Ivan,Saunders,036-230-9218,egestas.blandit.nam@icloud.org,"Jul 7, 1985",Canada,Vancouver,V5K 0A1,350-1489 Sit Road,2014-03-06,frequent_shopper,medium
220,Martha,Roth,077-482-6236,semper.rutrum@yahoo.edu,"Apr 5, 1994",Canada,Montreal,H1A 0A1,Ap #179-4366 Pellentesque St.,2013-04-09,occasional,medium
221,Sasha,Emerson,024-226-4281,tempor.augue.ac@icloud.couk,"Aug 24, 1981",Canada,Toronto,M5A 1A1,885-8605 Egestas Rd.,2013-06-06,frequent_shopper,medium
222,Theodore,Barry,098-447-1583,at.pede.cras@google.ca,"Feb 16, 1983",Canada,Ottawa,K1A 0A1,786-2757 Diam Rd.,2014-11-18,young_professional,medium
223,Linus,Willis,056-347-2535,ultrices.posuere@yahoo.couk,"Mar 23, 1992",Canada,Montreal,H1A 0A1,6491 Cursus St.,2014-06-23,young_professional,high
224,Raymond,Oneil,001-668-7183,lorem@outlook.ca,"Jan 21, 1987",Canada,Toronto,M5A 1A1,172 Enim. St.,2014-03-16,frequent_shopper,medium
225,Ursa,Kelly,007-454-7455,vitae.diam@icloud.ca,"Aug 21, 1996",Canada,Winnipeg,R2C 0A1,540-895 Bibendum. Avenue,2015-05-19,family,medium
226,Willa,Rowland,011-259-1714,sociosqu.ad.litora@outlook.net,"Feb 19, 2001",Canada,Toronto,M5A 1A1,Ap #728-8176 A,2014-03-29,premium,very_high
227,Idola,Bowen,039-398-2123,gravida.molestie.arcu@outlook.org,"Jan 18, 1991",Canada,Edmonton,T5A 0A1,Ap #685-1370 Curabitur Av.,2015-06-11,young_professional,high
228,Leonard,Davenport,033-159-5147,venenatis@yahoo.net,"Oct 30, 1989",Canada,Montreal,H1A 0A1,P.O. Box 293,2013-06-12,young_professional,low
229,Wade,Russell,002-612-8695,ipsum@yahoo.org,"Oct 13, 1987",Canada,Winnipeg,R2C 0A1,579-6807 Tellus Road,2014-06-08,family,medium
230,Dean,Donovan,064-828-4927,dolor.elit@outlook.org,"Jan 31, 1989",Canada,Edmonton,T5A 0A1,346-6657 Diam Rd.,2014-06-23,premium,very_high
231,Zoe,Morrow,039-828-3280,lacinia@google.com,"Oct 25, 1987",Canada,Quebec City,G1A 0A1,Ap #672-8013 Natoque St.,2014-10-19,occasional,low
232,Elijah,Stone,035-145-1918,in@yahoo.net,"Jan 24, 1988",Canada,Kitchener,N2A 0A1,Ap #210-4430 Donec Road,2013-01-27,young_professional,high
233,Griffith,Golden,056-674-6383,nunc@yahoo.org,"Dec 4, 1989",Canada,Quebec City,G1A 0A1,190-7471 Dolor. Street,2014-01-22,frequent_shopper,high
234,Camilla,Roach,011-421-2427,tristique.senectus@hotmail.edu,"Feb 27, 1993",Canada,Edmonton,T5A 0A1,Ap #858-5803 Praesent Street,2014-06-20,premium,high
235,Medge,Nieves,044-518-5071,ac@icloud.couk,"Jun 11, 1993",Canada,Montreal,H1A 0A1,561-787 Pellentesque Street,2014-07-12,occasional,medium
236,Gemma,Calderon,049-527-1060,in.faucibus.morbi@aol.edu,"Nov 12, 1989",Canada,Ottawa,K1A 0A1,983-9057 Integer Av.,2014-03-31,young_professional,low
237,Drake,Walsh,048-338-9721,libero.integer@google.edu,"Jan 22, 1984",Canada,Quebec City,G1A 0A1,P.O. Box 511,2014-06-05,family,medium
238,Chester,Haynes,059-783-3104,ut@protonmail.edu,"Sep 13, 1988",Canada,Quebec City,G1A 0A1,P.O. Box 284,2014-12-27,occasional,medium
239,Melissa,Cameron,012-127-5563,quisque.varius@protonmail.ca,"Feb 21, 1992",Canada,Ottawa,K1A 0A1,Ap #147-7582 Ante St.,2013-12-10,frequent_shopper,medium
240,Jada,Porter,074-247-8256,condimentum.donec@aol.ca,"Sep 8, 1987",Canada,Ottawa,K1A 0A1,P.O. Box 557,2014-12-22,occasional,low
241,Xandra,Spencer,016-322-6574,cursus.in@outlook.net,"Jun 22, 1989",Canada,Montreal,H1A 0A1,P.O. Box 848,2013-11-16,frequent_shopper,medium
242,Neville,Donovan,027-122-5812,ac@protonmail.edu,"May 21, 1988",Canada,Kitchener,N2A 0A1,326-1559 Nunc. Avenue,2013-06-15,young_professional,medium
243,Alan,Vazquez,084-548-5311,sapien.gravida.non@protonmail.couk,"Jun 17, 1996",Canada,Toronto,M5A 1A1,697-3023 Donec Road,2015-03-12,frequent_shopper,very_high
244,Andrew,Strong,037-676-0570,nulla.at@google.ca,"May 17, 1997",Canada,Hamilton,L8E 0A1,P.O. Box 961,2015-02-18,occasional,medium
245,Iola,Griffith,081-781-2806,magna@protonmail.couk,"May 5, 1995",Canada,Winnipeg,R2C 0A1,P.O. Box 912,2014-02-05,family,low
246,Lewis,Lynn,061-978-2835,consectetuer.adipiscing@outlook.edu,"Jun 13, 1979",Canada,Toronto,M5A 1A1,Ap #549-4391 Dapibus St.,2014-04-08,young_professional,medium
247,Olga,Case,083-633-4683,turpis@yahoo.edu,"Jul 4, 1991",Canada,Hamilton,L8E 0A1,P.O. Box 140,2014-10-22,young_professional,medium
248,Allen,Calhoun,024-836-3222,ipsum.non@outlook.ca,"Nov 1, 1987",Canada,Hamilton,L8E 0A1,Ap #698-8629 Nulla Street,2013-08-30,family,medium
249,Rhea,Harvey,052-042-5654,proin@protonmail.org,"Jul 2, 1997",Canada,Winnipeg,R2C 0A1,910-7903 Habitant Avenue,2015-03-12,frequent_shopper,high
250,Hilda,Levy,088-867-5267,et.libero@yahoo.org,"Dec 21, 1994",Canada,Ottawa,K1A 0A1,P.O. Box 306,2014-08-12,family,low
251,Zane,Collier,098-548-1455,in.aliquet.lobortis@icloud.com,"Aug 25, 1980",Canada,Toronto,M5A 1A1,P.O. Box 309,2013-07-13,premium,very_high
252,Zephania,Collins,031-817-1549,urna.vivamus@icloud.ca,"Jun 29, 1994",Canada,Toronto,M5A 1A1,237-5532 Donec St.,2013-05-02,frequent_shopper,high
253,Keane,Parks,048-303-4775,consectetuer.adipiscing@google.edu,"Oct 2, 1986",Canada,Kitchener,N2A 0A1,793-2776 Ornare St.,2014-03-04,young_professional,low
254,John,Cotton,085-253-4901,diam@yahoo.org,"Sep 26, 1983",Canada,Toronto,M5A 1A1,Ap #324-6329 Ipsum Road,2015-08-21,premium,high
255,Blaze,Daniel,087-870-8309,felis@protonmail.org,"Oct 11, 1998",Canada,Kitchener,N2A 0A1,811-6644 Id,2013-03-14,family,low
256,Lane,Paul,044-254-6877,nec.euismod@aol.edu,"Aug 10, 1983",Canada,Edmonton,T5A 0A1,P.O. Box 850,2014-01-05,frequent_shopper,very_high
257,Heather,Burks,053-588-8671,primis.in@protonmail.com,"Oct 13, 1994",Canada,Edmonton,T5A 0A1,Ap #966-2226 Congue,2013-11-14,premium,high
258,Stone,Robbins,076-226-5738,tempus.eu.ligula@google.edu,"Jun 26, 1980",Canada,Montreal,H1A 0A1,Ap #169-3524 Quam Street,2014-01-18,frequent_shopper,low
259,Slade,Downs,034-228-4880,nunc@protonmail.net,"May 28, 1994",Canada,Hamilton,L8E 0A1,Ap #219-2963 Tristique Road,2014-01-25,premium,high
260,Grace,Rowe,071-756-4297,convallis.convallis@hotmail.edu,"Mar 25, 1987",Canada,Vancouver,V5K 0A1,Ap #417-5793 Tincidunt Rd.,2014-05-30,occasional,low
261,Violet,Weber,019-661-3744,aliquet.metus@hotmail.couk,"Sep 23, 1984",Canada,Montreal,H1A 0A1,102-5355 Aliquet. Av.,2013-01-14,occasional,low
262,Brett,Kirby,076-166-2169,auctor.nunc.nulla@outlook.org,"Dec 12, 1988",Canada,Ottawa,K1A 0A1,Ap #431-3047 Adipiscing Rd.,2013-03-28,family,medium
263,Ima,Hendricks,065-953-8795,diam.proin@icloud.net,"Nov 6, 1990",Canada,Vancouver,V5K 0A1,Ap #750-483 Lorem,2013-05-02,family,medium
264,Keiko,Guerra,034-741-6314,blandit@outlook.ca,"Dec 12, 1993",Canada,Toronto,M5A 1A1,Ap #243-4259 Lectus Street,2014-11-16,young_professional,low
265,Chloe,Keith,022-178-1548,arcu.eu@protonmail.org,"Jan 10, 1999",Canada,Winnipeg,R2C 0A1,P.O. Box 289,2014-11-26,student,low
266,Aiko,Chaney,026-660-1876,ante.ipsum.primis@protonmail.ca,"Oct 16, 1986",Canada,Vancouver,V5K 0A1,821-3499 Sapien. Ave,2014-12-24,frequent_shopper,medium
267,Ocean,Nelson,079-481-2745,aenean@yahoo.com,"Dec 26, 1991",Canada,Edmonton,T5A 0A1,Ap #732-8357 Pede,2015-05-23,occasional,medium
268,Clark,Olson,029-086-1867,nunc@icloud.net,"Mar 15, 1987",Canada,Montreal,H1A 0A1,1315 Est Rd.,2015-01-25,occasional,medium
269,Haley,Fitzpatrick,055-871-6664,in.aliquet@outlook.org,"Jan 10, 1996",Canada,Vancouver,V5K 0A1,P.O. Box 914,2013-07-26,family,medium
270,Elton,Roberson,096-325-5107,tristique.pharetra@google.net,"Oct 12, 1990",Canada,Winnipeg,R2C 0A1,2857 Natoque Road,2014-12-26,young_professional,high
271,Leandra,Cherry,089-285-7016,lobortis.quis@hotmail.ca,"Sep 2, 1991",Canada,Edmonton,T5A 0A1,554-9293 Sollicitudin Av.,2014-02-08,young_professional,medium
272,Hedwig,Gilbert,064-204-8788,sem.eget@icloud.edu,"Apr 16, 1991",Canada,Quebec City,G1A 0A1,P.O. Box 496,2014-01-17,premium,very_high
273,Hilary,Ferguson,060-710-1604,sapien.molestie.orci@google.edu,"Nov 3, 1981",Canada,Montreal,H1A 0A1,Ap #736-4628 Cras St.,2014-11-20,young_professional,medium
274,Jameson,Hunt,024-732-2321,fringilla@protonmail.com,"Jan 29, 1982",Canada,Edmonton,T5A 0A1,224-4927 Praesent Ave,2013-09-07,premium,high
275,Kenyon,Hartman,082-871-7248,convallis.ante.lectus@yahoo.com,"Aug 3, 1982",Canada,Ottawa,K1A 0A1,8564 Facilisi. St.,2014-08-01,young_professional,medium
501,Tmccok,Sxbscyht,+33-488-7845,tmccok.sxbscyht@example.com,"Jun 12, 1990",Canada,Winnipeg,R2C 0A1,351 Sxbscyht St,2013-10-22,young_professional,medium
509,Ixiner,Wpbbmtbn,+71-514-2903,ixiner.wpbbmtbn@example.com,"Jun 5, 1996",United States,San Diego,92101,400 Wpbbmtbn St,2014-09-29,young_professional,medium
513,Dbfuci,Siyehlkk,+88-757-4094,dbfuci.siyehlkk@example.com,"Jun 5, 1967",United States,Houston,77001,157 Siyehlkk St,2014-07-06,established,high
517,Levfcr,Ioyohudf,+81-119-2350,levfcr.ioyohudf@example.com,"Sep 28, 1970",Canada,Hamilton,L8E 0A1,226 Ioyohudf St,2015-03-05,young_professional,high
519,Xcacqh,Tpkbooho,+71-990-1059,xcacqh.tpkbooho@example.com,"Aug 17, 1985",United States,San Jose,95101,243 Tpkbooho St,2014-08-22,family,medium
520,Qdunsj,Vvlsseyy,+80-709-7058,qdunsj.vvlsseyy@example.com,"Oct 17, 2004",Canada,Quebec City,G1A 0A1,661 Vvlsseyy St,2013-01-02,young_professional,low
529,Euujuw,Mnmrizvy,+87-854-5464,euujuw.mnmrizvy@example.com,"Jul 24, 1980",Canada,Toronto,M5A 1A1,911 Mnmrizvy St,2014-07-07,frequent_shopper,medium
531,Zixsfe,Hnhefywm,+47-178-8519,zixsfe.hnhefywm@example.com,"Aug 16, 1957",Canada,Toronto,M5A 1A1,138 Hnhefywm St,2013-01-14,established,medium
534,Sfkpzy,Urntpved,+97-673-5230,sfkpzy.urntpved@example.com,"Sep 17, 1958",Canada,Vancouver,V5K 0A1,122 Urntpved St,2013-05-10,occasional,low
540,Mppwwg,Edpwpmpd,+68-982-8399,mppwwg.edpwpmpd@example.com,"Jun 25, 1960",United States,Houston,77001,206 Edpwpmpd St,2013-01-28,occasional,medium
547,Tkvuim,Mgikkuoq,+38-574-9132,tkvuim.mgikkuoq@example.com,"Oct 22, 1984",United States,Phoenix,85001,881 Mgikkuoq St,2014-04-05,frequent_shopper,low
549,Rlbhdo,Ehskyhsf,+34-324-7672,rlbhdo.ehskyhsf@example.com,"Aug 20, 1984",Canada,Ottawa,K1A 0A1,919 Ehskyhsf St,2013-10-30,frequent_shopper,medium
553,Msxenc,Rvhyyujf,+41-597-8666,msxenc.rvhyyujf@example.com,"Oct 15, 2000",United States,Chicago,60601,451 Rvhyyujf St,2014-09-22,student,low
578,Iojnhk,Ovgosdxj,+31-781-3923,iojnhk.ovgosdxj@example.com,"Oct 19, 1995",Canada,Toronto,M5A 1A1,54 Ovgosdxj St,2015-02-17,occasional,medium
584,Kaious,Oejnagfu,+67-625-3197,kaious.oejnagfu@example.com,"Jul 14, 1994",United States,Philadelphia,19101,856 Oejnagfu St,2013-05-13,young_professional,medium
590,Ctvsvm,Kfgvpqpd,+73-278-9036,ctvsvm.kfgvpqpd@example.com,"Feb 7, 1996",Canada,Winnipeg,R2C 0A1,813 Kfgvpqpd St,2014-05-28,family,medium
597,Kmejbl,Mdfpoyhe,+39-414-5721,kmejbl.mdfpoyhe@example.com,"Sep 10, 1953",United States,Philadelphia,19101,203 Mdfpoyhe St,2013-10-11,occasional,low
599,Imhhfa,Ztzhxbco,+74-888-3342,imhhfa.ztzhxbco@example.com,"Feb 6, 1992",United States,San Diego,92101,356 Ztzhxbco St,2013-07-23,frequent_shopper,medium
604,Walgbx,Tsvcdjxd,+85-878-7053,walgbx.tsvcdjxd@example.com,"Sep 18, 1952",United States,New York,10001,639 Tsvcdjxd St,2014-07-10,occasional,medium
605,Jyxxig,Hmnfwvcx,+49-207-6112,jyxxig.hmnfwvcx@example.com,"Nov 9, 1983",Canada,Vancouver,V5K 0A1,598 Hmnfwvcx St,2015-06-21,occasional,medium
609,Zvnpai,Eanrtfxs,+69-304-1296,zvnpai.eanrtfxs@example.com,"Jul 11, 1955",Canada,Vancouver,V5K 0A1,711 Eanrtfxs St,2013-11-30,established,low
620,Shjiqe,Lurrmyhd,+55-503-1730,shjiqe.lurrmyhd@example.com,"Nov 17, 1989",Canada,Kitchener,N2A 0A1,398 Lurrmyhd St,2015-11-10,young_professional,low
621,Iamxlz,Vsrikupg,+76-438-9851,iamxlz.vsrikupg@example.com,"Jan 6, 1969",Canada,Hamilton,L8E 0A1,68 Vsrikupg St,2015-11-25,occasional,medium
633,Dvzipv,Twuxankm,+68-470-5238,dvzipv.twuxankm@example.com,"Nov 10, 1964",United States,San Jose,95101,296 Twuxankm St,2013-06-10,established,medium
634,Insghp,Fgulhxzt,+79-570-5470,insghp.fgulhxzt@example.com,"Jul 2, 1977",Canada,Calgary,T1Y 0A1,374 Fgulhxzt St,2014-05-05,family,medium
644,Vjmtbs,Jlqutihp,+81-323-9128,vjmtbs.jlqutihp@example.com,"Apr 17, 1953",United States,San Antonio,78201,690 Jlqutihp St,2013-09-08,occasional,low
646,Izdvku,Ksgtfjvm,+93-351-3821,izdvku.ksgtfjvm@example.com,"Feb 19, 1963",United States,San Diego,92101,442 Ksgtfjvm St,2013-11-02,premium,very_high
649,Gmuvfz,Twuesvie,+34-225-1434,gmuvfz.twuesvie@example.com,"Sep 19, 2000",United States,Chicago,60601,925 Twuesvie St,2013-07-03,student,medium
651,Tythzs,Fwnlnuhf,+94-698-3925,tythzs.fwnlnuhf@example.com,"Jan 28, 1987",United States,Los Angeles,90001,853 Fwnlnuhf St,2013-05-31,family,low
655,Bxehom,Lupkzsbr,+69-285-5002,bxehom.lupkzsbr@example.com,"Dec 21, 2005",Canada,Vancouver,V5K 0A1,701 Lupkzsbr St,2015-01-16,frequent_shopper,high
657,Zqsauw,Irooruxm,+42-262-7778,zqsauw.irooruxm@example.com,"Dec 11, 1963",United States,Dallas,75201,814 Irooruxm St,2013-05-09,established,high
668,Mbtzmi,Fryrncoj,+68-942-9082,mbtzmi.fryrncoj@example.com,"Apr 17, 1968",United States,Philadelphia,19101,211 Fryrncoj St,2014-06-01,premium,very_high
673,Iasjuo,Lvbgjnel,+38-265-9113,iasjuo.lvbgjnel@example.com,"Mar 17, 1996",United States,New York,10001,727 Lvbgjnel St,2013-11-07,premium,very_high
674,Wepmti,Mflpnxgu,+82-691-4250,wepmti.mflpnxgu@example.com,"Apr 8, 1978",Canada,Quebec City,G1A 0A1,986 Mflpnxgu St,2013-04-24,frequent_shopper,medium
688,Umicgs,Iwgllnhl,+75-388-4780,umicgs.iwgllnhl@example.com,"Aug 3, 1955",Canada,Toronto,M5A 1A1,694 Iwgllnhl St,2013-10-30,established,medium
690,Morobk,Ibdlnyzr,+81-569-3407,morobk.ibdlnyzr@example.com,"May 9, 1987",Canada,Winnipeg,R2C 0A1,577 Ibdlnyzr St,2013-12-11,young_professional,medium
699,Ujguzw,Prrieoog,+79-388-6694,ujguzw.prrieoog@example.com,"Sep 12, 1956",Canada,Montreal,H1A 0A1,135 Prrieoog St,2013-05-27,frequent_shopper,very_high
701,Rokpxk,Qgatijho,+85-317-1724,rokpxk.qgatijho@example.com,"Sep 21, 1976",Canada,Hamilton,L8E 0A1,641 Qgatijho St,2013-10-31,occasional,medium
702,Nzsvly,Jalncdlu,+37-308-3210,nzsvly.jalncdlu@example.com,"Sep 6, 1951",Canada,Vancouver,V5K 0A1,188 Jalncdlu St,2013-08-08,occasional,low
706,Fbsnhi,Kpuyaijr,+81-533-9339,fbsnhi.kpuyaijr@example.com,"Sep 6, 1957",Canada,Vancouver,V5K 0A1,159 Kpuyaijr St,2014-07-29,premium,very_high
710,Ulmwnu,Qxgcmjys,+92-748-5549,ulmwnu.qxgcmjys@example.com,"Jul 7, 2003",United States,Chicago,60601,997 Qxgcmjys St,2014-11-19,frequent_shopper,high
717,Ogocbh,Hylqvnkf,+44-282-3627,ogocbh.hylqvnkf@example.com,"Aug 2, 2004",Canada,Winnipeg,R2C 0A1,986 Hylqvnkf St,2016-03-28,young_professional,high
723,Wdgzjh,Wiqjuhfn,+62-276-1153,wdgzjh.wiqjuhfn@example.com,"Apr 23, 1976",Canada,Quebec City,G1A 0A1,792 Wiqjuhfn St,2014-01-16,young_professional,high
726,Obcflx,Mdlvnljv,+49-864-8616,obcflx.mdlvnljv@example.com,"Apr 13, 2004",United States,San Diego,92101,638 Mdlvnljv St,2013-01-19,young_professional,high
733,Hezeer,Dvikrshy,+98-553-4875,hezeer.dvikrshy@example.com,"Jul 11, 1987",Canada,Kitchener,N2A 0A1,372 Dvikrshy St,2013-10-06,young_professional,medium
735,Dtylij,Xhkyakha,+44-633-7397,dtylij.xhkyakha@example.com,"Feb 3, 1951",United States,Philadelphia,19101,733 Xhkyakha St,2013-12-10,occasional,medium
737,Mxesao,Dmyxpndf,+68-556-5720,mxesao.dmyxpndf@example.com,"Nov 2, 1987",United States,Houston,77001,47 Dmyxpndf St,2014-12-26,family,medium
744,Unwpxd,Kjbbdpwl,+38-751-3796,unwpxd.kjbbdpwl@example.com,"Jan 24, 1978",Canada,Toronto,M5A 1A1,178 Kjbbdpwl St,2014-12-12,family,medium
753,Dtxdnw,Eymiaslw,+82-600-5015,dtxdnw.eymiaslw@example.com,"Oct 17, 1993",Canada,Winnipeg,R2C 0A1,606 Eymiaslw St,2014-08-28,occasional,medium
754,Cqwezq,Gqqoxsnw,+58-425-4852,cqwezq.gqqoxsnw@example.com,"Feb 17, 1954",United States,Los Angeles,90001,31 Gqqoxsnw St,2014-05-12,established,medium
768,Ujxpwn,Dgfbrflg,+33-505-8075,ujxpwn.dgfbrflg@example.com,"Apr 27, 1986",United States,San Jose,95101,350 Dgfbrflg St,2015-05-17,young_professional,low
769,Lxgzmv,Vyheldfm,+72-602-6827,lxgzmv.vyheldfm@example.com,"Dec 28, 1969",United States,San Diego,92101,238 Vyheldfm St,2013-01-03,occasional,medium
795,Ilsytg,Pmwbkhzt,+58-255-3873,ilsytg.pmwbkhzt@example.com,"Dec 6, 1995",United States,Dallas,75201,571 Pmwbkhzt St,2014-03-26,occasional,medium
800,Epbccz,Muabzpra,+46-508-3118,epbccz.muabzpra@example.com,"Jan 12, 1976",United States,Philadelphia,19101,813 Muabzpra St,2013-06-03,occasional,low
801,Hrriew,Qgvmnhsn,+74-822-2253,hrriew.qgvmnhsn@example.com,"Jan 21, 1954",Canada,Kitchener,N2A 0A1,145 Qgvmnhsn St,2013-10-31,established,medium
809,Xnzahg,Nnqgelcj,+94-581-8184,xnzahg.nnqgelcj@example.com,"Dec 17, 1983",United States,Los Angeles,90001,669 Nnqgelcj St,2013-02-12,young_professional,high
811,Dvvdbu,Pqoyegkc,+46-245-4546,dvvdbu.pqoyegkc@example.com,"Nov 7, 1991",United States,Houston,77001,350 Pqoyegkc St,2014-05-13,premium,high
820,Myserr,Izepjypb,+65-196-3540,myserr.izepjypb@example.com,"Dec 6, 1976",Canada,Hamilton,L8E 0A1,901 Izepjypb St,2013-01-21,occasional,low
821,Sckoxi,Xthxvtak,+30-713-9194,sckoxi.xthxvtak@example.com,"May 23, 1992",Canada,Quebec City,G1A 0A1,589 Xthxvtak St,2015-03-26,frequent_shopper,low
824,Cwgyxr,Cbwrlqfa,+78-335-4817,cwgyxr.cbwrlqfa@example.com,"May 28, 2002",United States,Chicago,60601,740 Cbwrlqfa St,2014-12-16,student,medium
834,Ffjrqe,Pazdjtgn,+85-446-3606,ffjrqe.pazdjtgn@example.com,"Aug 10, 1967",Canada,Hamilton,L8E 0A1,376 Pazdjtgn St,2013-05-21,established,medium
848,Jcfbid,Qddufjrs,+59-752-1256,jcfbid.qddufjrs@example.com,"Sep 14, 1993",United States,Phoenix,85001,180 Qddufjrs St,2014-01-08,family,medium
854,Qnfhnu,Vjdyarxe,+92-874-2612,qnfhnu.vjdyarxe@example.com,"Dec 5, 1956",United States,Phoenix,85001,74 Vjdyarxe St,2015-01-21,occasional,medium
855,Ulrwry,Mbrwmyxg,+57-915-8737,ulrwry.mbrwmyxg@example.com,"Jul 13, 1972",Canada,Vancouver,V5K 0A1,386 Mbrwmyxg St,2013-04-16,young_professional,medium
874,Gfvajw,Usslehdu,+79-167-2241,gfvajw.usslehdu@example.com,"Feb 2, 1997",Canada,Vancouver,V5K 0A1,69 Usslehdu St,2014-08-12,occasional,medium
875,Pxgfkd,Nmdukfxl,+46-444-9089,pxgfkd.nmdukfxl@example.com,"May 18, 2004",United States,Houston,77001,694 Nmdukfxl St,2015-11-29,young_professional,medium
888,Gmflrn,Roafcntb,+69-267-1797,gmflrn.roafcntb@example.com,"Aug 12, 1960",Canada,Kitchener,N2A 0A1,95 Roafcntb St,2013-11-08,established,high
889,Pycuph,Utsndydb,+41-783-4460,pycuph.utsndydb@example.com,"Jul 6, 1964",United States,New York,10001,913 Utsndydb St,2013-02-05,established,medium
891,Nqrlgq,Bmowbqwc,+88-625-1787,nqrlgq.bmowbqwc@example.com,"May 19, 1985",Canada,Toronto,M5A 1A1,86 Bmowbqwc St,2014-01-20,family,medium
895,Pimesu,Jzyalbpd,+36-755-3737,pimesu.jzyalbpd@example.com,"May 14, 1998",Canada,Quebec City,G1A 0A1,401 Jzyalbpd St,2014-07-13,premium,very_high
899,Gbbdna,Ddzhlilq,+70-448-6350,gbbdna.ddzhlilq@example.com,"Oct 21, 1953",Canada,Winnipeg,R2C 0A1,594 Ddzhlilq St,2013-04-28,occasional,medium
902,Qxfudo,Xzqlwwlr,+41-423-3727,qxfudo.xzqlwwlr@example.com,"Dec 13, 2004",Canada,Calgary,T1Y 0A1,777 Xzqlwwlr St,2013-01-26,young_professional,medium
907,Zwtyhn,Solssgik,+94-191-7839,zwtyhn.solssgik@example.com,"Jan 3, 1996",Canada,Quebec City,G1A 0A1,598 Solssgik St,2014-01-13,frequent_shopper,medium
909,Ddtrhr,Npgaullk,+87-775-4812,ddtrhr.npgaullk@example.com,"Feb 11, 1978",Canada,Kitchener,N2A 0A1,185 Npgaullk St,2013-06-01,occasional,medium
910,Fdtmor,Fljmkwlh,+83-693-7704,fdtmor.fljmkwlh@example.com,"Jun 24, 2001",United States,Philadelphia,19101,669 Fljmkwlh St,2013-10-20,young_professional,medium
915,Tusihl,Opxqdbzn,+96-988-8998,tusihl.opxqdbzn@example.com,"Jun 9, 1968",United States,Philadelphia,19101,942 Opxqdbzn St,2014-09-04,occasional,medium
919,Rakizn,Gfetksnt,+71-647-6408,rakizn.gfetksnt@example.com,"May 12, 1962",Canada,Toronto,M5A 1A1,877 Gfetksnt St,2013-05-26,established,high
930,Hleyaw,Cubdprku,+77-311-1346,hleyaw.cubdprku@example.com,"Apr 2, 1978",Canada,Toronto,M5A 1A1,345 Cubdprku St,2014-03-15,occasional,medium
934,Syjiep,Dfnmpqpt,+50-357-2314,syjiep.dfnmpqpt@example.com,"Dec 16, 1993",Canada,Calgary,T1Y 0A1,603 Dfnmpqpt St,2014-04-28,premium,high
936,Freqzt,Ewyywkgw,+67-501-5484,freqzt.ewyywkgw@example.com,"Nov 1, 1982",United States,Philadelphia,19101,686 Ewyywkgw St,2014-10-23,occasional,low
940,Hsmkhe,Bqjrjwdj,+50-734-3564,hsmkhe.bqjrjwdj@example.com,"May 17, 1953",United States,Phoenix,85001,401 Bqjrjwdj St,2014-10-17,established,medium
956,Qkbfuz,Vejosnmq,+61-933-7564,qkbfuz.vejosnmq@example.com,"Nov 7, 1981",United States,San Antonio,78201,453 Vejosnmq St,2014-06-07,family,medium
962,Yznazz,Ghaqwsng,+77-541-5415,yznazz.ghaqwsng@example.com,"Apr 12, 1999",Canada,Montreal,H1A 0A1,248 Ghaqwsng St,2014-05-24,student,low
968,Qlgyyr,Ilgmdwzt,+78-155-7487,qlgyyr.ilgmdwzt@example.com,"Oct 16, 1955",United States,Phoenix,85001,839 Ilgmdwzt St,2013-11-16,occasional,low
972,Kkdhnb,Efdljsnr,+44-756-1226,kkdhnb.efdljsnr@example.com,"Apr 27, 1958",Canada,Montreal,H1A 0A1,622 Efdljsnr St,2014-09-29,occasional,high
974,Hhibqc,Mgxuikbt,+79-417-9624,hhibqc.mgxuikbt@example.com,"Oct 8, 1995",Canada,Hamilton,L8E 0A1,915 Mgxuikbt St,2013-10-07,occasional,low
979,Ajdutj,Sminkyrk,+60-698-4012,ajdutj.sminkyrk@example.com,"Jun 10, 1964",United States,San Jose,95101,751 Sminkyrk St,2013-08-06,occasional,medium
981,Rrcxpi,Vgqksfdy,+37-826-3307,rrcxpi.vgqksfdy@example.com,"Oct 12, 1973",United States,Phoenix,85001,381 Vgqksfdy St,2014-09-13,occasional,low
996,Rnjbqu,Kepprupi,+36-736-3647,rnjbqu.kepprupi@example.com,"Mar 22, 1970",Canada,Calgary,T1Y 0A1,973 Kepprupi St,2013-12-19,family,medium
998,Senxyp,Wjtliptg,+76-168-2201,senxyp.wjtliptg@example.com,"Jan 11, 1950",Canada,Edmonton,T5A 0A1,179 Wjtliptg St,2013-12-19,established,medium
1006,Rbkocq,Swkmynuj,+38-186-8580,rbkocq.swkmynuj@example.com,"Dec 2, 1989",United States,New York,10001,567 Swkmynuj St,2014-12-09,frequent_shopper,medium
1011,Vosctr,Cpmnpofu,+74-726-8327,vosctr.cpmnpofu@example.com,"Mar 21, 1954",United States,San Jose,95101,775 Cpmnpofu St,2015-08-14,established,high
